field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.angular_velocity.z,field.linear_acceleration.x,field.linear_acceleration.y,,,,,%time  1759798013049710000
-0.001361011,-0.013290838,0.877276908,-0.479798633,0.009747156,-0.690216877,-0.684362125,,,,,1.76E+18
-0.00143562,-0.013399321,0.877229719,-0.479881671,0.033572432,-0.662272278,-0.749914544,,,,,1.76E+18
-0.00148138,-0.013395948,0.877142137,-0.480041692,0.055548999,-0.403897014,-0.647759695,,,,,1.76E+18
-0.001564044,-0.013237081,0.877082743,-0.480154346,0.065180309,0.13963128,-0.560420877,,,,,1.76E+18
-0.001916453,-0.012754279,0.876980174,-0.480353443,0.026072301,0.399986511,0.402965918,,,,,1.76E+18
-0.00196008,-0.012539086,0.876794887,-0.480697052,0.040476881,-0.003094763,0.461385799,,,,,1.76E+18
-0.002174116,-0.012260056,0.876679594,-0.480913562,0.048230641,0.168535574,0.028017748,,,,,1.76E+18
-0.002365126,-0.011832443,0.876643735,-0.480988733,0.016811848,0.26592941,0.133248789,,,,,1.76E+18
-0.002542583,-0.011607486,0.876646236,-0.48098875,-0.009819562,0.132542967,0.183218134,,,,,1.76E+18
-0.002579935,-0.011710117,0.87662489,-0.481024967,-0.027617376,-0.493464635,0.101219086,,,,,1.76E+18
-0.00219745,-0.011884453,0.876762458,-0.4807718,-0.039535478,-0.09835022,-0.389923002,,,,,1.76E+18
-0.002147597,-0.011948296,0.876926362,-0.480471417,-0.032994892,0.246249345,-0.442776968,,,,,1.76E+18
-0.002239427,-0.011994903,0.877008575,-0.480319755,-0.04015705,-0.194772274,-0.119642871,,,,,1.76E+18
