field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.angular_velocity.z,field.linear_acceleration.x,field.linear_acceleration.y,,,,,%time  1759798013049710000
-0.003972593,-0.008934103,0.880848719,-0.473296878,-0.00594351,-0.073393803,-0.092832367,,,,,1.76E+18
-0.003922996,-0.008993449,0.880912231,-0.473177947,-0.012046696,-0.13579691,-0.160129361,,,,,1.76E+18
-0.003751535,-0.008989406,0.881198257,-0.472646537,-0.00769691,0.494073474,-0.213918991,,,,,1.76E+18
-0.00369717,-0.009076878,0.881381326,-0.472303822,-0.005899072,0.186207786,-0.198539257,,,,,1.76E+18
-0.003800697,-0.009104994,0.881315208,-0.472425823,-0.003583108,-0.479543995,-0.193789004,,,,,1.76E+18
-0.00379579,-0.009159555,0.881419763,-0.472229708,-0.000516315,-0.135619099,-0.285928907,,,,,1.76E+18
-0.003967677,-0.009147725,0.881276418,-0.47249598,0.003679917,-0.697192096,-0.303060764,,,,,1.76E+18
-0.003999055,-0.009055732,0.881185462,-0.472667095,0.004073856,-0.290628457,-0.054770837,,,,,1.76E+18
-0.00404657,-0.008967289,0.881125026,-0.472781029,0.007985292,-0.203562906,-0.028239236,,,,,1.76E+18
-0.004044722,-0.008926671,0.881169798,-0.472698362,0.00619906,0.014640055,-0.084460832,,,,,1.76E+18
-0.004011142,-0.008906954,0.881206242,-0.472631079,0.00714478,0.095754213,-0.072693625,,,,,1.76E+18
-0.003989766,-0.008847977,0.881230733,-0.472586701,0.007175711,0.131052993,-0.059661598,,,,,1.76E+18
-0.004026421,-0.008763483,0.881186946,-0.472669605,0.008529422,0.028591814,0.012973601,,,,,1.76E+18
-0.004068126,-0.008684299,0.881117104,-0.47280089,0.004988521,-0.100438444,0.03454629,,,,,1.76E+18
-0.004121027,-0.00864421,0.881014932,-0.472991526,-0.000191027,-0.190266546,0.062431641,,,,,1.76E+18
-0.004131237,-0.008647768,0.880951402,-0.473109688,-0.004762707,-0.157969756,0.007685014,,,,,1.76E+18
-0.004103221,-0.008677625,0.880924627,-0.473159237,-0.007668158,-0.068057187,-0.006298012,,,,,1.76E+18
-0.004038571,-0.008716349,0.880917142,-0.473173018,-0.010188555,0.036440328,0.021588493,,,,,1.76E+18
-0.003948964,-0.00876527,0.880929593,-0.473149688,-0.011997894,0.085725938,0.038945352,,,,,1.76E+18
-0.003875834,-0.008849206,0.880935175,-0.473138338,-0.014688395,-0.006722224,0.049964496,,,,,1.76E+18
-0.003806107,-0.008958553,0.880920361,-0.473164428,-0.020262415,-0.127321429,0.032739902,,,,,1.76E+18
-0.003739078,-0.0090632,0.880925842,-0.473152765,-0.0202829,-0.127589658,-0.037546909,,,,,1.76E+18
-0.003686657,-0.009149756,0.88091886,-0.473164509,-0.022118267,-0.160158373,-0.05514389,,,,,1.76E+18
-0.003576103,-0.009300427,0.881008632,-0.472995247,-0.024147162,-0.1389531,-0.172912225,,,,,1.76E+18
-0.003445904,-0.009456808,0.88116169,-0.472707912,-0.019570332,-0.118995916,-0.250770371,,,,,1.76E+18
-0.00332755,-0.009596119,0.881274089,-0.472496373,-0.019595297,-0.093055259,-0.179710403,,,,,1.76E+18
-0.003203669,-0.009741861,0.881337409,-0.472376126,-0.021100482,-0.102447917,-0.144614857,,,,,1.76E+18
-0.003111716,-0.009839202,0.88139983,-0.472258242,-0.021496469,-0.123882781,-0.156934926,,,,,1.76E+18
-0.003038027,-0.009916779,0.881537481,-0.472000103,-0.024013193,-0.045172373,-0.233653654,,,,,1.76E+18
-0.002959014,-0.00998177,0.881687052,-0.47171978,-0.021184003,-0.05173366,-0.26383435,,,,,1.76E+18
-0.002917595,-0.010064084,0.881845026,-0.471422901,-0.017524622,-0.076072265,-0.31896601,,,,,1.76E+18
-0.002904789,-0.010094734,0.881953855,-0.471218693,-0.01217208,-0.091602203,-0.265009616,,,,,1.76E+18
-0.002938305,-0.010087582,0.881979812,-0.471170053,-0.010528548,-0.135428502,-0.165670075,,,,,1.76E+18
-0.003000555,-0.01002693,0.88197607,-0.471177959,-0.005654561,-0.197597772,-0.175668254,,,,,1.76E+18
-0.003058261,-0.00996081,0.881944895,-0.471237341,-0.003184566,-0.119485496,-0.069767377,,,,,1.76E+18
-0.003109233,-0.009895682,0.881894772,-0.471332175,-0.000147091,-0.193006806,-0.073735148,,,,,1.76E+18
-0.00312436,-0.009848164,0.881837274,-0.471440637,0.000176414,-0.058696056,0.04373784,,,,,1.76E+18
-0.003150051,-0.009803476,0.881749899,-0.471604796,-0.001779368,-0.087697287,0.072195248,,,,,1.76E+18
-0.003150494,-0.00977764,0.881647537,-0.471796665,-0.002295789,-0.042151717,0.133211157,,,,,1.76E+18
-0.003134061,-0.009789278,0.881621115,-0.471845905,-0.003725338,-0.029675291,0.040699628,,,,,1.76E+18
-0.003096612,-0.009809696,0.881601981,-0.471881477,-0.001147673,-0.048982843,-0.007672341,,,,,1.76E+18
-0.003046204,-0.009887868,0.881602129,-0.471879897,-0.001670174,-0.100094873,-0.098644949,,,,,1.76E+18
-0.002977819,-0.009961306,0.881611515,-0.471861252,-0.005438856,-0.04443999,-0.05895928,,,,,1.76E+18
-0.002941099,-0.010063519,0.881693584,-0.471705945,-0.008688249,-0.159686275,-0.25123873,,,,,1.76E+18
-0.00291249,-0.010150405,0.881835125,-0.471439603,-0.006190311,-0.200469393,-0.392456168,,,,,1.76E+18
-0.002907308,-0.010178207,0.881984189,-0.471160103,0.001152599,-0.143016341,-0.448053962,,,,,1.76E+18
-0.002953569,-0.010134356,0.882116211,-0.47091354,0.010141004,-0.1481114,-0.46769895,,,,,1.76E+18
-0.003051927,-0.010009289,0.882181141,-0.47079394,0.021579053,-0.098777316,-0.34880377,,,,,1.76E+18
-0.003217838,-0.009812416,0.882192763,-0.470775202,0.030183507,-0.059372277,-0.254814674,,,,,1.76E+18
-0.003435552,-0.00955771,0.882120459,-0.470914369,0.031042172,-0.05502629,-0.097022516,,,,,1.76E+18
-0.003680735,-0.009298388,0.881878495,-0.471370674,0.027700668,-0.139025124,0.185793726,,,,,1.76E+18
-0.00384586,-0.009097385,0.881560459,-0.4719678,0.023784649,-0.163362341,0.346385824,,,,,1.76E+18
-0.003880721,-0.009025206,0.881272544,-0.472506285,0.013966363,-0.122314305,0.365485334,,,,,1.76E+18
-0.003807555,-0.00904251,0.881050256,-0.472920904,0.00588384,-0.060309567,0.336099381,,,,,1.76E+18
-0.003695539,-0.00912701,0.880969764,-0.473070095,-0.002177485,0.006945973,0.199509627,,,,,1.76E+18
-0.003576356,-0.009246626,0.880994231,-0.473023123,-0.006307243,0.040789418,0.052716555,,,,,1.76E+18
-0.003499241,-0.009330336,0.881123755,-0.47278074,-0.005341685,0.056566365,-0.197060928,,,,,1.76E+18
-0.00348412,-0.009416765,0.881261157,-0.472522971,-0.002567523,-0.095712229,-0.369179182,,,,,1.76E+18
-0.003455085,-0.00955701,0.881425852,-0.47221308,0.01081038,-0.362937527,-0.638113371,,,,,1.76E+18
-0.003519692,-0.009567029,0.881529028,-0.472019763,0.028194839,-0.411702009,-0.605768589,,,,,1.76E+18
-0.003631698,-0.0094634,0.881498989,-0.472077099,0.039709851,-0.375524983,-0.385978792,,,,,1.76E+18
-0.003762951,-0.00931692,0.881383103,-0.472295312,0.047704764,-0.221049972,-0.194582261,,,,,1.76E+18
-0.00389656,-0.009104078,0.881308716,-0.47243717,0.055006586,0.048506923,-0.131220258,,,,,1.76E+18
-0.004113647,-0.008843371,0.881052955,-0.472917079,0.056231827,-0.014974847,0.161592978,,,,,1.76E+18
-0.004332544,-0.008558959,0.880958161,-0.473096916,0.033397146,0.12350347,0.051620055,,,,,1.76E+18
-0.004267438,-0.008376876,0.880728218,-0.473528693,0.048307803,0.243959492,0.448531255,,,,,1.76E+18
-0.004434275,-0.008299768,0.880453396,-0.474039312,0.034834906,-0.225681224,0.120357484,,,,,1.76E+18
-0.004447062,-0.008191817,0.880268104,-0.474385057,0.021613635,-0.154170863,0.154376373,,,,,1.76E+18
-0.004522235,-0.008174366,0.880013876,-0.474856091,0.021773063,-0.291530042,0.138912886,,,,,1.76E+18
-0.004503278,-0.008105147,0.880051367,-0.474787972,0.017848922,-0.102544735,-0.289785781,,,,,1.76E+18
-0.004467583,-0.008013492,0.880160315,-0.474587867,0.022792505,0.055187312,-0.190911989,,,,,1.76E+18
-0.004434329,-0.008100123,0.880277554,-0.474369215,0.01782646,-0.058533372,-0.312771848,,,,,1.76E+18
-0.004393738,-0.00813816,0.880395106,-0.474150738,0.013255601,0.074209058,-0.284330919,,,,,1.76E+18
-0.004352606,-0.008186686,0.880399826,-0.474141518,-0.00164574,-0.018345739,-0.044230481,,,,,1.76E+18
-0.004337572,-0.008216177,0.880356818,-0.474220996,-0.006108115,-0.085404308,0.046661116,,,,,1.76E+18
-0.004293541,-0.0082362,0.880401269,-0.47413852,-0.023177242,0.058585823,0.086406465,,,,,1.76E+18
-0.004202546,-0.008268999,0.880418419,-0.474106918,-0.027779968,0.019292239,0.106317213,,,,,1.76E+18
-0.004059968,-0.008414747,0.880532332,-0.473893997,-0.041769404,0.048834764,-0.023167187,,,,,1.76E+18
-0.003901277,-0.008622302,0.880653075,-0.473667181,-0.047509287,-0.04001147,-0.077812823,,,,,1.76E+18
-0.003738282,-0.008941317,0.880743884,-0.473493705,-0.059026923,-0.314986666,-0.172618579,,,,,1.76E+18
-0.003591484,-0.00917211,0.880837495,-0.473316258,-0.062201872,-0.273329434,-0.136980496,,,,,1.76E+18
-0.003465258,-0.009331339,0.880877233,-0.473240128,-0.056481536,-0.271817498,-0.055520783,,,,,1.76E+18
-0.003379669,-0.009373852,0.880937197,-0.473128274,-0.044255756,-0.079841753,-0.012028997,,,,,1.76E+18
-0.003318359,-0.009339984,0.881036933,-0.472943628,-0.025627838,-0.005312852,-0.110532157,,,,,1.76E+18
-0.003310347,-0.009317061,0.881170476,-0.472695278,-0.007622833,-0.02383674,-0.291639383,,,,,1.76E+18
-0.003331626,-0.009381423,0.881335652,-0.472385814,0.016867578,-0.267129278,-0.609316192,,,,,1.76E+18
-0.003491477,-0.009308044,0.881399776,-0.472266455,0.04735031,-0.30502228,-0.575645675,,,,,1.76E+18
-0.003781885,-0.009141822,0.881318754,-0.472418648,0.07140927,-0.488849652,-0.536745742,,,,,1.76E+18
-0.004107662,-0.008875037,0.8811352,-0.472763281,0.102211028,-0.407308504,-0.442296336,,,,,1.76E+18
-0.004502429,-0.008391444,0.880909964,-0.473188067,0.113831326,-0.035845067,-0.116382506,,,,,1.76E+18
-0.004929456,-0.00778301,0.880364967,-0.474207391,0.111132838,-0.019863151,0.550957445,,,,,1.76E+18
-0.005219189,-0.007364532,0.879920815,-0.475034612,0.078468256,-0.140419329,0.39249233,,,,,1.76E+18
-0.005293399,-0.007208857,0.87970876,-0.475428765,0.074613012,0.195129565,0.154347546,,,,,1.76E+18
-0.005387735,-0.007089947,0.879453569,-0.475901382,0.067042001,-0.097961254,0.098251996,,,,,1.76E+18
-0.005352558,-0.007043628,0.879307936,-0.476171493,0.053431369,0.11026569,0.170252964,,,,,1.76E+18
-0.00526771,-0.0072683,0.879236436,-0.476301074,0.034042589,0.020619674,0.021485973,,,,,1.76E+18
-0.005196628,-0.007452434,0.879114492,-0.476524046,0.01676405,-0.240643928,-0.018788626,,,,,1.76E+18
-0.005024459,-0.007540693,0.879041624,-0.476658909,0.000317225,0.208055619,0.230395373,,,,,1.76E+18
-0.004878248,-0.007656469,0.878966923,-0.476796318,-0.014864274,0.146829034,0.269537463,,,,,1.76E+18
-0.004721618,-0.00768811,0.878873305,-0.476969929,-0.031548675,0.130724014,0.407134375,,,,,1.76E+18
-0.004607967,-0.007701372,0.878847326,-0.477018693,-0.047701955,0.190467475,0.378757378,,,,,1.76E+18
-0.004525545,-0.007698634,0.878882095,-0.476955462,-0.06740436,0.03555169,0.243834254,,,,,1.76E+18
-0.00445078,-0.007665963,0.879043609,-0.476658953,-0.086187728,0.071359828,0.110536774,,,,,1.76E+18
-0.004368109,-0.007790822,0.879382736,-0.47603175,-0.094719999,-0.085183436,-0.315753281,,,,,1.76E+18
-0.004219346,-0.008019218,0.879751525,-0.475347392,-0.094385818,-0.262046249,-0.477363283,,,,,1.76E+18
-0.003847208,-0.008578804,0.880175448,-0.474555354,-0.081232876,-0.40613438,-0.661062991,,,,,1.76E+18
-0.003549465,-0.009071153,0.880552535,-0.473848444,-0.056950096,-0.310345711,-0.644140454,,,,,1.76E+18
-0.003334648,-0.009458613,0.880671206,-0.473621835,-0.058026426,-0.370745175,-0.266378961,,,,,1.76E+18
-0.003111127,-0.009812896,0.88072208,-0.473521537,-0.03769033,-0.382877715,-0.228427335,,,,,1.76E+18
-0.003041616,-0.009791205,0.880893539,-0.473203396,-0.021219559,-0.010632692,-0.254420921,,,,,1.76E+18
-0.003161096,-0.009517372,0.88102325,-0.472966658,-0.016676756,0.108045827,-0.115368298,,,,,1.76E+18
-0.003253127,-0.009287243,0.881073705,-0.472876612,-0.010723712,0.104717449,0.024360667,,,,,1.76E+18
-0.003320232,-0.009222137,0.881198349,-0.472645108,-0.003249679,0.028129972,-0.252199938,,,,,1.76E+18
-0.003432845,-0.009223594,0.88120317,-0.472635287,0.009371562,-0.252725294,-0.305543812,,,,,1.76E+18
-0.003583478,-0.009236818,0.881024326,-0.472967205,0.020607578,-0.387386268,-0.063118355,,,,,1.76E+18
-0.00363947,-0.009295038,0.880820615,-0.473344907,0.023527816,-0.38339859,-0.005914836,,,,,1.76E+18
-0.003682822,-0.009231445,0.880655555,-0.473652838,0.035237465,-0.282470267,-0.052880798,,,,,1.76E+18
-0.003777154,-0.009041713,0.880552693,-0.473846953,0.041606519,-0.036333648,-0.040280074,,,,,1.76E+18
-0.003827072,-0.008900573,0.880423902,-0.474088479,0.042840544,-0.001010096,0.024098692,,,,,1.76E+18
-0.003851098,-0.00882765,0.880374205,-0.474181929,0.041755106,0.111038897,-0.063216814,,,,,1.76E+18
-0.003912151,-0.008760502,0.880278585,-0.474360161,0.035185277,0.040807085,0.007140641,,,,,1.76E+18
-0.00394769,-0.008734826,0.880132508,-0.474631316,0.019903986,-0.024458417,0.157208793,,,,,1.76E+18
-0.003928467,-0.008759911,0.880047162,-0.474789241,0.001256955,-0.045997978,0.109200386,,,,,1.76E+18
-0.003886638,-0.008769036,0.880023499,-0.474833275,-0.016436044,-0.066548696,0.036916179,,,,,1.76E+18
-0.003801599,-0.008824735,0.880092645,-0.47470476,-0.029949378,-0.019247155,-0.039029292,,,,,1.76E+18
-0.003689919,-0.008925441,0.880253809,-0.47440484,-0.041771747,0.018833555,-0.102626912,,,,,1.76E+18
-0.003594758,-0.009015174,0.880411631,-0.474110921,-0.049265753,0.010538676,-0.081417301,,,,,1.76E+18
-0.003511378,-0.009082729,0.880528277,-0.473893583,-0.051600814,0.039661745,-0.025549189,,,,,1.76E+18
-0.003453058,-0.009142276,0.880657928,-0.473651885,-0.05366265,-0.024280906,-0.063862065,,,,,1.76E+18
-0.003421589,-0.009183224,0.880805789,-0.473376302,-0.056035113,-0.108315626,-0.096628848,,,,,1.76E+18
-0.003367046,-0.009273596,0.880963543,-0.473081282,-0.057083014,-0.173759396,-0.159565403,,,,,1.76E+18
-0.003188863,-0.009537332,0.881130354,-0.472766507,-0.050559491,-0.277779992,-0.326035329,,,,,1.76E+18
-0.003047671,-0.009745374,0.881219194,-0.472597579,-0.040742699,-0.208661105,-0.191419393,,,,,1.76E+18
-0.002920256,-0.009910197,0.881179315,-0.472669309,-0.033682067,-0.212342494,0.027190609,,,,,1.76E+18
-0.002772742,-0.010070242,0.881215742,-0.472598898,-0.029099068,-0.172451857,-0.091492291,,,,,1.76E+18
-0.002729992,-0.01006402,0.881279874,-0.472479679,-0.02263457,-0.038391412,-0.07452904,,,,,1.76E+18
-0.002730433,-0.010059504,0.881365811,-0.472319446,-0.009947389,-0.065465354,-0.223931797,,,,,1.76E+18
-0.002670914,-0.010146126,0.88148016,-0.47210449,0.006150075,-0.040822373,-0.350744137,,,,,1.76E+18
-0.002711896,-0.010159147,0.88147616,-0.472111446,0.0155103,-0.171609708,-0.263365676,,,,,1.76E+18
-0.002781798,-0.01012559,0.881382699,-0.472286218,0.019885553,-0.246579623,-0.139697638,,,,,1.76E+18
-0.002866532,-0.010065839,0.881321638,-0.472400924,0.018522674,-0.23003821,-0.129778147,,,,,1.76E+18
-0.003003047,-0.009906993,0.88131538,-0.472415107,0.020746568,-0.131937539,-0.184626181,,,,,1.76E+18
-0.003104201,-0.009769078,0.881341675,-0.472368269,0.022762638,-0.020341023,-0.221412073,,,,,1.76E+18
-0.003185108,-0.009654647,0.881321392,-0.472407924,0.029780569,0.009635847,-0.164714319,,,,,1.76E+18
-0.003270252,-0.009526925,0.881246349,-0.472549908,0.028965123,-0.00096542,-0.032806288,,,,,1.76E+18
-0.003332496,-0.009474086,0.881126827,-0.472773361,0.023782715,-0.127124609,0.049017456,,,,,1.76E+18
-0.003375279,-0.009425104,0.881020031,-0.472973023,0.016862644,-0.141146884,0.033635686,,,,,1.76E+18
-0.003449547,-0.0093345,0.880925633,-0.473150078,0.0118122,-0.111018455,-0.000536635,,,,,1.76E+18
-0.003469017,-0.00927247,0.880840209,-0.473310166,0.003503464,-0.052588808,0.058825793,,,,,1.76E+18
-0.003444537,-0.009255679,0.880812629,-0.473361998,-0.001253149,0.024790727,0.03954418,,,,,1.76E+18
-0.00342035,-0.009253709,0.880829446,-0.473330916,-0.005438805,0.033746985,-0.006597547,,,,,1.76E+18
-0.0033635,-0.009301015,0.880832051,-0.473325549,-0.011207638,-0.003886527,0.002194002,,,,,1.76E+18
-0.003294011,-0.009397019,0.880854372,-0.473282602,-0.015910177,-0.088982286,-0.08409801,,,,,1.76E+18
-0.003223648,-0.009491437,0.880887325,-0.473219865,-0.020298876,-0.143818931,-0.127629516,,,,,1.76E+18
-0.003140248,-0.009623457,0.880924643,-0.473148287,-0.021818671,-0.162462354,-0.154571509,,,,,1.76E+18
-0.003053555,-0.009737677,0.88098943,-0.473025874,-0.020200292,-0.149705392,-0.184685403,,,,,1.76E+18
-0.002968462,-0.009837338,0.88107086,-0.472872662,-0.015635112,-0.096834252,-0.163162924,,,,,1.76E+18
-0.002889525,-0.009920399,0.881168488,-0.472689467,-0.010032946,-0.057177919,-0.197184083,,,,,1.76E+18
-0.002850823,-0.009959666,0.881263048,-0.472512558,-0.007966479,-0.089423296,-0.263041107,,,,,1.76E+18
-0.002846995,-0.009964072,0.881334896,-0.472378463,-0.005550685,-0.109792536,-0.249982693,,,,,1.76E+18
-0.002880784,-0.009957975,0.881381901,-0.472290677,-0.000709215,-0.14650151,-0.20788256,,,,,1.76E+18
-0.002924421,-0.009919639,0.881411731,-0.472235544,0.0042084,-0.126437981,-0.178017829,,,,,1.76E+18
-0.002992818,-0.009855177,0.881370037,-0.472314278,0.008359398,-0.12560147,-0.101813469,,,,,1.76E+18
-0.003068292,-0.009774051,0.881297188,-0.472451394,0.012571921,-0.132586079,-0.064530155,,,,,1.76E+18
-0.003143681,-0.009683546,0.881251533,-0.472537916,0.014665294,-0.094898408,-0.063364515,,,,,1.76E+18
-0.003215776,-0.009594191,0.881203156,-0.472629463,0.016212281,-0.093318123,-0.05910759,,,,,1.76E+18
-0.003286876,-0.009517428,0.881118289,-0.472788722,0.016319767,-0.09547578,-0.021887898,,,,,1.76E+18
-0.003330113,-0.009461019,0.881030275,-0.472953543,0.014577141,-0.083603621,-0.005253958,,,,,1.76E+18
-0.0033497,-0.009433578,0.880964164,-0.473077085,0.010876634,-0.070785995,-0.001214302,,,,,1.76E+18
-0.003348006,-0.009419155,0.880924366,-0.47315149,0.007585862,-0.057045649,-0.019947655,,,,,1.76E+18
-0.003335177,-0.009427309,0.880899249,-0.473198177,0.003400393,-0.070285098,-0.048481707,,,,,1.76E+18
-0.003311669,-0.009444902,0.880888011,-0.473218912,-1.33E-05,-0.064178514,-0.065371747,,,,,1.76E+18
-0.00327189,-0.009487139,0.880902382,-0.473191591,-0.006334311,-0.050698652,-0.078190836,,,,,1.76E+18
-0.003212588,-0.0095498,0.88092399,-0.47315051,-0.008534829,-0.062869426,-0.106785459,,,,,1.76E+18
-0.00315753,-0.009623685,0.880969294,-0.473065024,-0.010868298,-0.075491639,-0.141200927,,,,,1.76E+18
-0.003106586,-0.009695741,0.881044693,-0.472923452,-0.011515694,-0.098923753,-0.162303908,,,,,1.76E+18
-0.003066804,-0.009757107,0.881126944,-0.472769184,-0.011652371,-0.110064918,-0.172182557,,,,,1.76E+18
-0.003032029,-0.009806077,0.881189994,-0.472650867,-0.011897725,-0.113002633,-0.179541011,,,,,1.76E+18
-0.003008686,-0.009834512,0.881224169,-0.472586706,-0.006916146,-0.11607823,-0.178181584,,,,,1.76E+18
-0.002995917,-0.00985501,0.881269825,-0.472501216,-0.004508611,-0.111771312,-0.171660055,,,,,1.76E+18
-0.00299136,-0.009853025,0.881334146,-0.472381301,-0.001850275,-0.099647435,-0.163870287,,,,,1.76E+18
-0.003005318,-0.009833586,0.881373195,-0.472308755,0.000565794,-0.103501669,-0.142677629,,,,,1.76E+18
-0.003036112,-0.009793608,0.881351842,-0.472349234,0.003755992,-0.10282396,-0.115368548,,,,,1.76E+18
-0.003080206,-0.009745604,0.881310879,-0.472426365,0.005493443,-0.105790623,-0.09867775,,,,,1.76E+18
-0.00312637,-0.009696671,0.881271762,-0.472500035,0.007335276,-0.112556499,-0.068650435,,,,,1.76E+18
-0.003164423,-0.009653565,0.881230975,-0.472576728,0.009025736,-0.10565344,-0.046478396,,,,,1.76E+18
-0.003202916,-0.0096093,0.881182701,-0.472667378,0.011056332,-0.096757141,-0.052488237,,,,,1.76E+18
-0.003226053,-0.00957952,0.881134914,-0.472756902,0.009092502,-0.086666118,-0.057590003,,,,,1.76E+18
-0.00324524,-0.009556801,0.881101927,-0.472818707,0.005927319,-0.068305608,-0.071715978,,,,,1.76E+18
-0.003252352,-0.009542262,0.881066172,-0.472885576,0.004748719,-0.068703807,-0.068709358,,,,,1.76E+18
-0.003248017,-0.009541523,0.881043883,-0.472927146,0.001402055,-0.072463748,-0.060513372,,,,,1.76E+18
-0.00323008,-0.009554421,0.881050803,-0.472914117,0.000163912,-0.071891506,-0.08062328,,,,,1.76E+18
-0.003208348,-0.009583922,0.881079961,-0.472859342,-0.003223594,-0.064586902,-0.105876795,,,,,1.76E+18
-0.003178649,-0.009614496,0.881109417,-0.472804033,-0.005876008,-0.068072042,-0.128187951,,,,,1.76E+18
-0.003148453,-0.009648131,0.881129428,-0.472766255,-0.007482606,-0.081836948,-0.128047771,,,,,1.76E+18
-0.003120493,-0.009680233,0.881179163,-0.472673079,-0.007674442,-0.095961793,-0.123223981,,,,,1.76E+18
-0.003101846,-0.00970586,0.881234196,-0.472570066,-0.006113533,-0.095647762,-0.115409818,,,,,1.76E+18
-0.003082362,-0.009731538,0.881270966,-0.472501091,-0.003792755,-0.102575681,-0.140482847,,,,,1.76E+18
-0.003061208,-0.009737,0.881326079,-0.472398309,-0.005015864,-0.007270329,-0.141914811,,,,,1.76E+18
-0.003078771,-0.009750773,0.881342292,-0.472367662,-0.003958226,-0.112685412,-0.149581281,,,,,1.76E+18
-0.003095114,-0.009758009,0.881329143,-0.472391938,-0.002253615,-0.1855894,-0.133105541,,,,,1.76E+18
-0.003087283,-0.009740269,0.881337831,-0.472376146,-0.002799834,-0.040921828,-0.079984502,,,,,1.76E+18
-0.003099847,-0.009735543,0.881295027,-0.472456014,-0.000713734,-0.138007091,-0.05699867,,,,,1.76E+18
-0.003099347,-0.009726572,0.881284955,-0.47247499,-0.001942582,-0.087994057,-0.072028104,,,,,1.76E+18
-0.003090732,-0.00974305,0.881299085,-0.47244835,-0.002461249,-0.059963107,-0.101839948,,,,,1.76E+18
-0.003088302,-0.009743322,0.881276268,-0.47249092,-0.002365374,-0.107462554,-0.080825094,,,,,1.76E+18
-0.003072986,-0.009751841,0.88125691,-0.472526948,-0.001470629,-0.097932863,-0.07986074,,,,,1.76E+18
-0.003060206,-0.009760129,0.881238703,-0.472560815,0.00052716,-0.107779945,-0.085665524,,,,,1.76E+18
-0.003042239,-0.009779335,0.881223047,-0.472589727,0.001782568,-0.116814776,-0.105493524,,,,,1.76E+18
-0.003028224,-0.009793437,0.881226919,-0.472582306,0.002703833,-0.093579516,-0.139574883,,,,,1.76E+18
-0.003033029,-0.009793992,0.881251545,-0.47253634,0.005670837,-0.08982011,-0.168176912,,,,,1.76E+18
-0.003051682,-0.009777872,0.881281636,-0.472480433,0.005838922,-0.086649892,-0.158051026,,,,,1.76E+18
-0.003077555,-0.009751967,0.88129274,-0.472460087,0.007874902,-0.071676206,-0.142088798,,,,,1.76E+18
-0.003110203,-0.009714802,0.881270375,-0.472502355,0.007456824,-0.084426561,-0.118180575,,,,,1.76E+18
-0.003140224,-0.009676671,0.881253665,-0.472534104,0.006777618,-0.082436775,-0.104263267,,,,,1.76E+18
-0.003173071,-0.009644106,0.881271661,-0.472500986,0.005371933,-0.097484368,-0.108751356,,,,,1.76E+18
-0.00319717,-0.009616172,0.881283452,-0.472479401,0.003794655,-0.09324515,-0.099048635,,,,,1.76E+18
-0.003212703,-0.009594327,0.881252057,-0.472538295,0.001658758,-0.076317526,-0.0805042,,,,,1.76E+18
-0.003216104,-0.00957844,0.881208633,-0.472619567,-0.000688641,-0.052052357,-0.03371239,,,,,1.76E+18
-0.003213008,-0.009574751,0.881176765,-0.472679076,-0.002580918,-0.080417756,-0.027074431,,,,,1.76E+18
-0.003192719,-0.009595675,0.88116116,-0.472707879,-0.005168219,-0.088395031,-0.032519104,,,,,1.76E+18
-0.003165411,-0.009627765,0.881137754,-0.472751039,-0.005600809,-0.102816625,-0.035670385,,,,,1.76E+18
-0.003113637,-0.009670745,0.881119083,-0.472785305,-0.008589398,-0.092989757,-0.034637757,,,,,1.76E+18
-0.00304403,-0.009744164,0.881108815,-0.472803385,-0.012957488,-0.070367197,-0.028872214,,,,,1.76E+18
-0.002955649,-0.009838311,0.881125667,-0.47277059,-0.017491056,-0.067322489,-0.048842124,,,,,1.76E+18
-0.002856053,-0.009949248,0.881176281,-0.472674536,-0.019550201,-0.048533413,-0.07714058,,,,,1.76E+18
-0.002751833,-0.010063852,0.881288981,-0.472462569,-0.021336393,-0.054780434,-0.150250884,,,,,1.76E+18
-0.002672289,-0.010170924,0.881375827,-0.472298702,-0.020019179,-0.093582014,-0.150201922,,,,,1.76E+18
-0.002598417,-0.010267187,0.881467523,-0.472125872,-0.016086666,-0.129042857,-0.253221881,,,,,1.76E+18
-0.002557691,-0.010345438,0.881503506,-0.472057199,-0.008537395,-0.151379128,-0.2033132,,,,,1.76E+18
-0.002523262,-0.010396475,0.881538203,-0.471991465,-0.000905504,-0.174901297,-0.197494039,,,,,1.76E+18
-0.002514125,-0.010412433,0.881576157,-0.471920268,0.004323412,-0.182770666,-0.198486428,,,,,1.76E+18
-0.002512186,-0.010400855,0.881600909,-0.471874293,0.007388766,-0.124693149,-0.18593813,,,,,1.76E+18
-0.002524991,-0.010359131,0.881611034,-0.471856226,0.011057451,-0.068679533,-0.184089222,,,,,1.76E+18
-0.002564309,-0.010312408,0.881621546,-0.471837396,0.012593884,-0.030311831,-0.171961306,,,,,1.76E+18
-0.002619262,-0.010252938,0.881645236,-0.471794123,0.011201334,-0.013844301,-0.1574306,,,,,1.76E+18
-0.002693421,-0.01019189,0.881664184,-0.471759618,0.011170229,-0.042579192,-0.158031676,,,,,1.76E+18
-0.002775972,-0.010120269,0.881642401,-0.471801389,0.010559118,-0.115134033,-0.153961885,,,,,1.76E+18
-0.002860358,-0.010048966,0.881596031,-0.47188905,0.007747772,-0.1694253,-0.137036151,,,,,1.76E+18
