field.latitude,field.longitude,field.twist.twist.linear.x,field.twist.twist.linear.y,field.twist.covariance0,field.twist.covariance0,,,,%time 
47.1160565,-88.5502061,-0.61,1.114,0.0064,0.0064,,,,1.76E+18
47.1160576,-88.5502068,-0.501,1.25,0.0064,0.0064,,,,1.76E+18
47.1160591,-88.5502077,-0.5,1.187,0.006724,0.006724,,,,1.76E+18
47.1160603,-88.5502084,-0.498,1.166,0.006241,0.006241,,,,1.76E+18
47.1160614,-88.550209,-0.494,1.202,0.006561,0.006561,,,,1.76E+18
47.1160624,-88.5502097,-0.509,1.182,0.006724,0.006724,,,,1.76E+18
47.1160635,-88.5502105,-0.543,1.246,0.0064,0.0064,,,,1.76E+18
47.1160646,-88.5502112,-0.512,1.186,0.006561,0.006561,,,,1.76E+18
47.1160663,-88.550212,-0.404,1.273,0.007056,0.007056,,,,1.76E+18
47.1160674,-88.5502126,-0.42,1.26,0.006561,0.006561,,,,1.76E+18
47.1160685,-88.5502132,-0.41,1.244,0.006724,0.006724,,,,1.76E+18
47.1160701,-88.550214,-0.401,1.208,0.007225,0.007225,,,,1.76E+18
47.1160718,-88.5502148,-0.442,1.304,0.007744,0.007744,,,,1.76E+18
47.1160729,-88.5502152,-0.318,1.21,0.007225,0.007225,,,,1.76E+18
47.116074,-88.5502158,-0.432,1.289,0.007225,0.007225,,,,1.76E+18
47.1160758,-88.5502165,-0.363,1.195,0.007569,0.007569,,,,1.76E+18
47.1160768,-88.5502169,-0.307,1.183,0.007396,0.007396,,,,1.76E+18
47.1160778,-88.5502173,-0.312,1.196,0.007569,0.007569,,,,1.76E+18
47.1160789,-88.5502177,-0.291,1.21,0.007744,0.007744,,,,1.76E+18
47.1160806,-88.5502183,-0.31,1.218,0.008464,0.008464,,,,1.76E+18
47.1160817,-88.5502187,-0.319,1.265,0.007569,0.007569,,,,1.76E+18
47.1160828,-88.5502191,-0.263,1.242,0.007396,0.007396,,,,1.76E+18
47.116084,-88.5502194,-0.307,1.277,0.007225,0.007225,,,,1.76E+18
47.1160851,-88.5502198,-0.309,1.216,0.007569,0.007569,,,,1.76E+18
47.1160862,-88.5502202,-0.255,1.299,0.006724,0.006724,,,,1.76E+18
47.1160875,-88.5502206,-0.276,1.335,0.006724,0.006724,,,,1.76E+18
47.1160886,-88.5502209,-0.288,1.241,0.007396,0.007396,,,,1.76E+18
47.1160897,-88.5502213,-0.26,1.24,0.007396,0.007396,,,,1.76E+18
47.1160909,-88.5502216,-0.24,1.385,0.007396,0.007396,,,,1.76E+18
47.1160928,-88.5502221,-0.293,1.356,0.007921,0.007921,,,,1.76E+18
47.1160946,-88.5502226,-0.209,1.329,0.007921,0.007921,,,,1.76E+18
47.1160964,-88.550223,-0.187,1.342,0.007744,0.007744,,,,1.76E+18
47.1160976,-88.5502233,-0.251,1.394,0.007225,0.007225,,,,1.76E+18
47.1160988,-88.5502235,-0.187,1.383,0.007225,0.007225,,,,1.76E+18
47.1161,-88.5502238,-0.178,1.259,0.007569,0.007569,,,,1.76E+18
47.1161013,-88.5502241,-0.18,1.416,0.007569,0.007569,,,,1.76E+18
47.1161025,-88.5502243,-0.123,1.283,0.007569,0.007569,,,,1.76E+18
47.1161043,-88.5502246,-0.149,1.315,0.007921,0.007921,,,,1.76E+18
47.1161055,-88.5502248,-0.153,1.364,0.007056,0.007056,,,,1.76E+18
47.1161067,-88.550225,-0.114,1.379,0.006889,0.006889,,,,1.76E+18
47.1161086,-88.5502253,-0.149,1.321,0.007225,0.007225,,,,1.76E+18
47.1161103,-88.5502254,-0.074,1.309,0.007225,0.007225,,,,1.76E+18
47.1161115,-88.5502255,-0.101,1.315,0.006889,0.006889,,,,1.76E+18
47.1161127,-88.5502256,-0.079,1.379,0.006889,0.006889,,,,1.76E+18
47.1161139,-88.5502257,-0.072,1.315,0.006889,0.006889,,,,1.76E+18
47.1161152,-88.5502257,-0.05,1.367,0.006724,0.006724,,,,1.76E+18
47.116117,-88.5502259,-0.065,1.336,0.007569,0.007569,,,,1.76E+18
47.1161189,-88.5502261,-0.103,1.395,0.007569,0.007569,,,,1.76E+18
47.1161201,-88.5502263,-0.154,1.368,0.007225,0.007225,,,,1.76E+18
47.1161213,-88.5502265,-0.176,1.392,0.006889,0.006889,,,,1.76E+18
47.1161225,-88.5502267,-0.134,1.317,0.006889,0.006889,,,,1.76E+18
47.1161238,-88.550227,-0.245,1.43,0.007225,0.007225,,,,1.76E+18
47.116125,-88.5502274,-0.319,1.396,0.007396,0.007396,,,,1.76E+18
47.1161262,-88.5502278,-0.293,1.386,0.007744,0.007744,,,,1.76E+18
47.1161275,-88.5502283,-0.307,1.317,0.007569,0.007569,,,,1.76E+18
47.1161292,-88.550229,-0.402,1.309,0.007921,0.007921,,,,1.76E+18
47.1161304,-88.5502296,-0.456,1.276,0.006889,0.006889,,,,1.76E+18
47.1161316,-88.5502302,-0.443,1.291,0.007225,0.007225,,,,1.76E+18
47.1161327,-88.5502308,-0.503,1.263,0.006724,0.006724,,,,1.76E+18
47.1161339,-88.5502315,-0.59,1.275,0.006561,0.006561,,,,1.76E+18
47.1161351,-88.5502323,-0.552,1.201,0.006724,0.006724,,,,1.76E+18
47.1161361,-88.550233,-0.582,1.237,0.006724,0.006724,,,,1.76E+18
47.1161372,-88.5502339,-0.63,1.158,0.006724,0.006724,,,,1.76E+18
47.1161382,-88.5502347,-0.593,1.166,0.006561,0.006561,,,,1.76E+18
47.1161398,-88.5502358,-0.596,1.159,0.007225,0.007225,,,,1.76E+18
47.1161409,-88.5502367,-0.617,1.205,0.006561,0.006561,,,,1.76E+18
47.116142,-88.5502375,-0.58,1.164,0.0064,0.0064,,,,1.76E+18
47.1161431,-88.5502382,-0.583,1.17,0.006561,0.006561,,,,1.76E+18
47.1161442,-88.5502389,-0.536,1.224,0.006724,0.006724,,,,1.76E+18
47.1161452,-88.5502397,-0.617,1.157,0.006724,0.006724,,,,1.76E+18
47.1161463,-88.5502405,-0.588,1.223,0.006724,0.006724,,,,1.76E+18
47.1161474,-88.5502412,-0.548,1.168,0.007056,0.007056,,,,1.76E+18
47.1161484,-88.550242,-0.579,1.138,0.006889,0.006889,,,,1.76E+18
47.1161495,-88.5502428,-0.546,1.197,0.006889,0.006889,,,,1.76E+18
47.1161505,-88.5502435,-0.617,1.194,0.007056,0.007056,,,,1.76E+18
47.1161516,-88.5502443,-0.554,1.164,0.006724,0.006724,,,,1.76E+18
47.1161527,-88.5502451,-0.617,1.216,0.006724,0.006724,,,,1.76E+18
47.1161537,-88.5502458,-0.498,1.095,0.006561,0.006561,,,,1.76E+18
47.1161547,-88.5502465,-0.55,1.1,0.006724,0.006724,,,,1.76E+18
47.116156,-88.5502474,-0.469,0.914,0.007396,0.007396,,,,1.76E+18
47.1161569,-88.550248,-0.398,0.897,0.006889,0.006889,,,,1.76E+18
47.1161577,-88.5502486,-0.477,0.953,0.006889,0.006889,,,,1.76E+18
47.1161586,-88.5502492,-0.44,0.98,0.007056,0.007056,,,,1.76E+18
47.1161599,-88.55025,-0.463,1.087,0.007569,0.007569,,,,1.76E+18
47.1161613,-88.550251,-0.52,1.096,0.007921,0.007921,,,,1.76E+18
47.1161623,-88.5502516,-0.473,1.065,0.007225,0.007225,,,,1.76E+18
47.1161633,-88.5502522,-0.469,1.125,0.007225,0.007225,,,,1.76E+18
47.1161643,-88.5502528,-0.458,1.155,0.007225,0.007225,,,,1.76E+18
47.1161654,-88.5502535,-0.526,1.231,0.007225,0.007225,,,,1.76E+18
47.1161665,-88.5502542,-0.532,1.187,0.007056,0.007056,,,,1.76E+18
47.1161676,-88.5502548,-0.482,1.239,0.006724,0.006724,,,,1.76E+18
47.1161687,-88.5502554,-0.448,1.178,0.006724,0.006724,,,,1.76E+18
47.1161698,-88.5502562,-0.555,1.286,0.006724,0.006724,,,,1.76E+18
47.1161709,-88.5502568,-0.43,1.198,0.006724,0.006724,,,,1.76E+18
47.116172,-88.5502574,-0.489,1.237,0.006889,0.006889,,,,1.76E+18
47.1161732,-88.5502581,-0.532,1.296,0.006561,0.006561,,,,1.76E+18
47.1161743,-88.5502588,-0.549,1.21,0.006561,0.006561,,,,1.76E+18
47.1161754,-88.5502595,-0.559,1.273,0.006561,0.006561,,,,1.76E+18
47.1161771,-88.5502607,-0.625,1.215,0.006889,0.006889,,,,1.76E+18
47.1161783,-88.5502614,-0.478,1.263,0.006241,0.006241,,,,1.76E+18
47.1161793,-88.5502621,-0.593,1.168,0.0064,0.0064,,,,1.76E+18
47.1161805,-88.5502628,-0.541,1.203,0.006561,0.006561,,,,1.76E+18
47.1161815,-88.5502636,-0.535,1.244,0.0064,0.0064,,,,1.76E+18
47.1161831,-88.5502647,-0.61,1.162,0.007056,0.007056,,,,1.76E+18
47.1161842,-88.5502656,-0.662,1.151,0.006084,0.006084,,,,1.76E+18
47.1161852,-88.5502664,-0.62,1.173,0.006084,0.006084,,,,1.76E+18
47.1161863,-88.5502673,-0.716,1.135,0.006084,0.006084,,,,1.76E+18
47.1161873,-88.5502682,-0.703,1.097,0.006241,0.006241,,,,1.76E+18
47.1161882,-88.5502692,-0.742,1.129,0.005929,0.005929,,,,1.76E+18
47.1161893,-88.5502702,-0.797,1.097,0.005625,0.005625,,,,1.76E+18
47.1161902,-88.5502712,-0.749,1.039,0.005476,0.005476,,,,1.76E+18
47.116191,-88.5502723,-0.885,0.98,0.005329,0.005329,,,,1.76E+18
47.1161919,-88.5502735,-0.859,1.002,0.005329,0.005329,,,,1.76E+18
47.1161933,-88.5502751,-0.852,1.026,0.005476,0.005476,,,,1.76E+18
47.1161942,-88.5502762,-0.851,0.98,0.005329,0.005329,,,,1.76E+18
47.1161951,-88.5502773,-0.797,0.987,0.005476,0.005476,,,,1.76E+18
47.116196,-88.5502784,-0.819,0.992,0.005625,0.005625,,,,1.76E+18
47.1161973,-88.55028,-0.787,0.991,0.005929,0.005929,,,,1.76E+18
47.1161983,-88.550281,-0.792,1.054,0.005625,0.005625,,,,1.76E+18
47.1161992,-88.5502821,-0.797,0.981,0.005625,0.005625,,,,1.76E+18
47.1162006,-88.5502837,-0.782,1.078,0.006084,0.006084,,,,1.76E+18
47.116202,-88.5502853,-0.816,1.052,0.005929,0.005929,,,,1.76E+18
47.1162029,-88.5502863,-0.792,1.072,0.005776,0.005776,,,,1.76E+18
47.1162039,-88.5502874,-0.857,1.015,0.005625,0.005625,,,,1.76E+18
47.1162048,-88.5502886,-0.859,1.048,0.005625,0.005625,,,,1.76E+18
47.1162058,-88.5502896,-0.796,1.076,0.005476,0.005476,,,,1.76E+18
47.1162067,-88.5502907,-0.778,1.085,0.005625,0.005625,,,,1.76E+18
47.1162081,-88.5502923,-0.831,1.005,0.005625,0.005625,,,,1.76E+18
47.1162091,-88.5502935,-0.962,1.062,0.005184,0.005184,,,,1.76E+18
47.1162099,-88.5502947,-0.921,0.934,0.005329,0.005329,,,,1.76E+18
47.1162107,-88.550296,-0.947,0.922,0.005184,0.005184,,,,1.76E+18
47.1162116,-88.5502972,-0.912,1.032,0.005476,0.005476,,,,1.76E+18
47.1162125,-88.5502984,-0.94,0.927,0.005476,0.005476,,,,1.76E+18
47.1162133,-88.5502996,-0.921,0.926,0.005476,0.005476,,,,1.76E+18
47.1162142,-88.5503009,-0.942,0.923,0.005329,0.005329,,,,1.76E+18
47.116215,-88.5503021,-0.982,0.913,0.005184,0.005184,,,,1.76E+18
47.1162157,-88.5503034,-0.944,0.853,0.005184,0.005184,,,,1.76E+18
47.1162165,-88.5503047,-0.998,0.864,0.005329,0.005329,,,,1.76E+18
47.1162173,-88.550306,-0.988,0.867,0.005184,0.005184,,,,1.76E+18
47.116218,-88.5503073,-0.98,0.857,0.005041,0.005041,,,,1.76E+18
47.1162191,-88.5503093,-1.003,0.799,0.005329,0.005329,,,,1.76E+18
47.1162198,-88.5503106,-0.995,0.782,0.0049,0.0049,,,,1.76E+18
47.1162205,-88.5503119,-0.991,0.789,0.0049,0.0049,,,,1.76E+18
47.1162212,-88.5503132,-1.011,0.753,0.0049,0.0049,,,,1.76E+18
47.1162222,-88.5503153,-1.025,0.781,0.005184,0.005184,,,,1.76E+18
47.1162229,-88.5503166,-1.038,0.732,0.0049,0.0049,,,,1.76E+18
47.1162235,-88.5503179,-0.951,0.742,0.005041,0.005041,,,,1.76E+18
47.1162242,-88.5503192,-1.001,0.724,0.005041,0.005041,,,,1.76E+18
47.1162249,-88.5503206,-1.025,0.742,0.005041,0.005041,,,,1.76E+18
47.1162255,-88.5503219,-1.02,0.688,0.0049,0.0049,,,,1.76E+18
47.1162262,-88.5503233,-0.994,0.716,0.0049,0.0049,,,,1.76E+18
47.1162268,-88.5503246,-1.03,0.673,0.004624,0.004624,,,,1.76E+18
47.1162274,-88.550326,-1.028,0.691,0.004624,0.004624,,,,1.76E+18
47.1162279,-88.5503274,-1.112,0.599,0.004624,0.004624,,,,1.76E+18
47.1162287,-88.5503296,-1.109,0.523,0.004489,0.004489,,,,1.76E+18
47.1162292,-88.5503311,-1.108,0.503,0.004356,0.004356,,,,1.76E+18
47.1162296,-88.5503325,-1.088,0.482,0.004225,0.004225,,,,1.76E+18
47.1162301,-88.5503348,-1.137,0.343,0.004225,0.004225,,,,1.76E+18
47.1162306,-88.550337,-1.13,0.295,0.003969,0.003969,,,,1.76E+18
47.1162309,-88.5503386,-1.178,0.282,0.003721,0.003721,,,,1.76E+18
47.1162311,-88.5503401,-1.156,0.339,0.003721,0.003721,,,,1.76E+18
47.1162314,-88.5503416,-1.149,0.326,0.003481,0.003481,,,,1.76E+18
47.1162316,-88.5503431,-1.154,0.255,0.003364,0.003364,,,,1.76E+18
47.1162319,-88.5503446,-1.124,0.283,0.003364,0.003364,,,,1.76E+18
47.1162322,-88.550346,-1.104,0.313,0.003481,0.003481,,,,1.76E+18
47.1162324,-88.5503475,-1.133,0.272,0.003481,0.003481,,,,1.76E+18
47.1162327,-88.550349,-1.091,0.329,0.003481,0.003481,,,,1.76E+18
47.1162331,-88.5503505,-1.157,0.354,0.003364,0.003364,,,,1.76E+18
47.1162334,-88.550352,-1.119,0.337,0.003364,0.003364,,,,1.76E+18
47.1162336,-88.5503535,-1.133,0.363,0.003364,0.003364,,,,1.76E+18
47.1162339,-88.5503549,-1.118,0.36,0.003481,0.003481,,,,1.76E+18
47.1162343,-88.5503563,-1.07,0.397,0.0036,0.0036,,,,1.76E+18
47.1162347,-88.5503578,-1.139,0.361,0.003481,0.003481,,,,1.76E+18
47.116235,-88.5503593,-1.087,0.339,0.003481,0.003481,,,,1.76E+18
47.1162353,-88.5503607,-1.086,0.436,0.0036,0.0036,,,,1.76E+18
47.1162357,-88.5503622,-1.126,0.407,0.003721,0.003721,,,,1.76E+18
47.1162362,-88.5503644,-1.11,0.39,0.003844,0.003844,,,,1.76E+18
47.1162366,-88.5503666,-1.135,0.229,0.0036,0.0036,,,,1.76E+18
47.1162368,-88.5503681,-1.124,0.219,0.003481,0.003481,,,,1.76E+18
47.1162369,-88.5503696,-1.15,0.222,0.003364,0.003364,,,,1.76E+18
47.1162372,-88.5503719,-1.147,0.152,0.003481,0.003481,,,,1.76E+18
47.1162373,-88.5503734,-1.143,0.064,0.003136,0.003136,,,,1.76E+18
47.1162373,-88.5503749,-1.17,0.061,0.003136,0.003136,,,,1.76E+18
47.1162374,-88.5503764,-1.16,0.006,0.003025,0.003025,,,,1.76E+18
47.1162373,-88.5503778,-1.123,-0.001,0.002916,0.002916,,,,1.76E+18
47.1162373,-88.5503793,-1.125,-0.05,0.002916,0.002916,,,,1.76E+18
47.1162372,-88.5503808,-1.134,-0.078,0.002916,0.002916,,,,1.76E+18
47.1162371,-88.5503823,-1.103,-0.144,0.002916,0.002916,,,,1.76E+18
47.116237,-88.5503837,-1.073,-0.155,0.002916,0.002916,,,,1.76E+18
47.1162368,-88.5503852,-1.089,-0.173,0.003025,0.003025,,,,1.76E+18
47.1162366,-88.5503866,-1.058,-0.222,0.003136,0.003136,,,,1.76E+18
47.1162364,-88.550388,-1.057,-0.195,0.003025,0.003025,,,,1.76E+18
47.1162361,-88.5503894,-1.052,-0.385,0.003249,0.003249,,,,1.76E+18
47.1162358,-88.5503908,-1.02,-0.225,0.003025,0.003025,,,,1.76E+18
47.1162353,-88.5503928,-1.003,-0.401,0.003364,0.003364,,,,1.76E+18
47.1162348,-88.5503947,-1.001,-0.379,0.003364,0.003364,,,,1.76E+18
47.1162344,-88.550396,-0.983,-0.454,0.003364,0.003364,,,,1.76E+18
47.1162338,-88.5503978,-0.905,-0.479,0.0036,0.0036,,,,1.76E+18
47.1162333,-88.550399,-0.911,-0.496,0.003481,0.003481,,,,1.76E+18
47.1162329,-88.5504002,-0.899,-0.544,0.0036,0.0036,,,,1.76E+18
47.1162324,-88.5504013,-0.833,-0.549,0.003721,0.003721,,,,1.76E+18
47.1162318,-88.5504024,-0.861,-0.606,0.003721,0.003721,,,,1.76E+18
47.1162313,-88.5504036,-0.816,-0.598,0.003844,0.003844,,,,1.76E+18
47.1162305,-88.5504051,-0.796,-0.627,0.004096,0.004096,,,,1.76E+18
47.1162299,-88.5504061,-0.76,-0.635,0.003844,0.003844,,,,1.76E+18
47.1162293,-88.5504071,-0.73,-0.724,0.004096,0.004096,,,,1.76E+18
47.1162286,-88.5504081,-0.72,-0.685,0.003969,0.003969,,,,1.76E+18
47.116228,-88.550409,-0.693,-0.711,0.004096,0.004096,,,,1.76E+18
47.1162274,-88.5504099,-0.666,-0.741,0.004225,0.004225,,,,1.76E+18
47.1162267,-88.5504108,-0.669,-0.715,0.004096,0.004096,,,,1.76E+18
47.116226,-88.5504116,-0.624,-0.758,0.004225,0.004225,,,,1.76E+18
47.1162253,-88.5504124,-0.607,-0.756,0.004225,0.004225,,,,1.76E+18
47.1162246,-88.5504132,-0.567,-0.773,0.004489,0.004489,,,,1.76E+18
47.1162236,-88.5504142,-0.556,-0.789,0.004761,0.004761,,,,1.76E+18
47.1162229,-88.5504149,-0.504,-0.81,0.004624,0.004624,,,,1.76E+18
47.1162221,-88.5504156,-0.496,-0.864,0.004761,0.004761,,,,1.76E+18
47.1162214,-88.5504162,-0.468,-0.785,0.004624,0.004624,,,,1.76E+18
47.1162206,-88.5504168,-0.417,-0.814,0.004761,0.004761,,,,1.76E+18
47.1162199,-88.5504173,-0.404,-0.827,0.004761,0.004761,,,,1.76E+18
47.1162191,-88.5504178,-0.38,-0.833,0.004624,0.004624,,,,1.76E+18
47.1162184,-88.5504183,-0.375,-0.879,0.004761,0.004761,,,,1.76E+18
47.1162176,-88.5504188,-0.336,-0.813,0.004761,0.004761,,,,1.76E+18
47.1162164,-88.5504194,-0.289,-0.866,0.005041,0.005041,,,,1.76E+18
47.1162157,-88.5504197,-0.303,-0.809,0.004761,0.004761,,,,1.76E+18
47.1162149,-88.5504201,-0.221,-0.883,0.005041,0.005041,,,,1.76E+18
47.1162141,-88.5504204,-0.219,-0.895,0.005041,0.005041,,,,1.76E+18
47.1162133,-88.5504206,-0.187,-0.864,0.0049,0.0049,,,,1.76E+18
47.1162125,-88.5504209,-0.177,-0.889,0.0049,0.0049,,,,1.76E+18
47.1162113,-88.5504212,-0.127,-0.921,0.005329,0.005329,,,,1.76E+18
47.1162105,-88.5504214,-0.165,-0.868,0.005041,0.005041,,,,1.76E+18
47.1162097,-88.5504216,-0.124,-0.875,0.005041,0.005041,,,,1.76E+18
47.1162081,-88.5504219,-0.166,-0.91,0.005476,0.005476,,,,1.76E+18
47.1162073,-88.550422,-0.13,-0.883,0.005184,0.005184,,,,1.76E+18
47.1162065,-88.5504222,-0.15,-0.911,0.005041,0.005041,,,,1.76E+18
47.1162057,-88.5504224,-0.116,-0.883,0.005184,0.005184,,,,1.76E+18
47.1162049,-88.5504226,-0.155,-0.926,0.005041,0.005041,,,,1.76E+18
47.1162041,-88.5504228,-0.147,-0.892,0.005041,0.005041,,,,1.76E+18
47.1162033,-88.550423,-0.135,-0.894,0.005041,0.005041,,,,1.76E+18
47.1162024,-88.5504232,-0.149,-0.921,0.005041,0.005041,,,,1.76E+18
47.1162016,-88.5504234,-0.156,-0.898,0.005041,0.005041,,,,1.76E+18
47.1162008,-88.5504236,-0.15,-0.924,0.0049,0.0049,,,,1.76E+18
47.1162,-88.5504238,-0.149,-0.876,0.005041,0.005041,,,,1.76E+18
47.1161991,-88.5504239,-0.143,-0.936,0.005041,0.005041,,,,1.76E+18
47.1161983,-88.5504241,-0.154,-0.9,0.005041,0.005041,,,,1.76E+18
47.1161975,-88.5504243,-0.166,-0.902,0.005184,0.005184,,,,1.76E+18
47.1161966,-88.5504246,-0.157,-0.924,0.005184,0.005184,,,,1.76E+18
47.1161958,-88.5504248,-0.154,-0.929,0.005184,0.005184,,,,1.76E+18
47.116195,-88.550425,-0.161,-0.923,0.005184,0.005184,,,,1.76E+18
47.1161941,-88.5504252,-0.152,-0.945,0.005184,0.005184,,,,1.76E+18
47.1161933,-88.5504254,-0.152,-0.912,0.005041,0.005041,,,,1.76E+18
47.1161921,-88.5504257,-0.17,-0.959,0.005184,0.005184,,,,1.76E+18
47.1161912,-88.5504258,-0.076,-0.871,0.005184,0.005184,,,,1.76E+18
47.1161904,-88.5504258,-0.024,-0.95,0.005329,0.005329,,,,1.76E+18
47.1161895,-88.5504259,-0.056,-0.873,0.005329,0.005329,,,,1.76E+18
47.1161887,-88.5504259,0.033,-0.939,0.005776,0.005776,,,,1.76E+18
47.1161879,-88.5504259,0.028,-0.914,0.005625,0.005625,,,,1.76E+18
47.1161871,-88.5504258,0.068,-0.889,0.005776,0.005776,,,,1.76E+18
47.1161863,-88.5504257,0.094,-0.891,0.005929,0.005929,,,,1.76E+18
47.1161854,-88.5504256,0.056,-0.902,0.005929,0.005929,,,,1.76E+18
47.1161847,-88.5504254,0.114,-0.824,0.005929,0.005929,,,,1.76E+18
47.1161839,-88.5504252,0.146,-0.869,0.005929,0.005929,,,,1.76E+18
47.1161831,-88.550425,0.163,-0.833,0.005929,0.005929,,,,1.76E+18
47.1161824,-88.5504248,0.16,-0.861,0.005776,0.005776,,,,1.76E+18
47.1161816,-88.5504245,0.224,-0.823,0.005929,0.005929,,,,1.76E+18
47.1161809,-88.5504242,0.223,-0.838,0.005929,0.005929,,,,1.76E+18
47.1161798,-88.5504238,0.237,-0.801,0.006241,0.006241,,,,1.76E+18
47.1161791,-88.5504234,0.324,-0.83,0.005776,0.005776,,,,1.76E+18
47.1161783,-88.550423,0.275,-0.774,0.005625,0.005625,,,,1.76E+18
47.1161777,-88.5504226,0.301,-0.772,0.005625,0.005625,,,,1.76E+18
47.1161766,-88.550422,0.349,-0.786,0.006084,0.006084,,,,1.76E+18
47.1161759,-88.5504215,0.36,-0.761,0.005776,0.005776,,,,1.76E+18
47.1161749,-88.5504207,0.398,-0.773,0.006084,0.006084,,,,1.76E+18
47.1161742,-88.5504202,0.4,-0.742,0.005476,0.005476,,,,1.76E+18
47.1161735,-88.5504196,0.433,-0.742,0.005329,0.005329,,,,1.76E+18
47.1161728,-88.5504191,0.436,-0.77,0.005329,0.005329,,,,1.76E+18
47.1161722,-88.5504185,0.52,-0.734,0.005329,0.005329,,,,1.76E+18
47.1161715,-88.5504178,0.491,-0.705,0.005329,0.005329,,,,1.76E+18
47.1161709,-88.5504172,0.487,-0.714,0.005476,0.005476,,,,1.76E+18
47.1161702,-88.5504165,0.545,-0.698,0.005184,0.005184,,,,1.76E+18
47.1161696,-88.5504158,0.523,-0.726,0.005184,0.005184,,,,1.76E+18
47.116169,-88.550415,0.59,-0.664,0.005184,0.005184,,,,1.76E+18
47.1161684,-88.5504143,0.612,-0.713,0.005184,0.005184,,,,1.76E+18
47.1161678,-88.5504135,0.601,-0.635,0.005184,0.005184,,,,1.76E+18
47.1161672,-88.5504126,0.643,-0.658,0.005184,0.005184,,,,1.76E+18
47.1161666,-88.5504118,0.665,-0.65,0.005184,0.005184,,,,1.76E+18
47.116166,-88.5504109,0.682,-0.611,0.005184,0.005184,,,,1.76E+18
47.1161655,-88.55041,0.696,-0.607,0.005041,0.005041,,,,1.76E+18
47.1161649,-88.550409,0.756,-0.629,0.005041,0.005041,,,,1.76E+18
47.1161641,-88.5504075,0.76,-0.606,0.005476,0.005476,,,,1.76E+18
47.1161637,-88.5504065,0.795,-0.531,0.005041,0.005041,,,,1.76E+18
47.1161632,-88.5504055,0.775,-0.558,0.005184,0.005184,,,,1.76E+18
47.1161627,-88.5504044,0.82,-0.528,0.005041,0.005041,,,,1.76E+18
47.1161623,-88.5504033,0.843,-0.486,0.0049,0.0049,,,,1.76E+18
47.1161618,-88.5504022,0.87,-0.503,0.0049,0.0049,,,,1.76E+18
47.1161614,-88.550401,0.901,-0.413,0.004489,0.004489,,,,1.76E+18
47.116161,-88.5503998,0.892,-0.467,0.004624,0.004624,,,,1.76E+18
47.1161606,-88.5503986,0.895,-0.389,0.004225,0.004225,,,,1.76E+18
47.1161603,-88.5503974,0.946,-0.366,0.004096,0.004096,,,,1.76E+18
47.1161599,-88.5503962,0.954,-0.382,0.004225,0.004225,,,,1.76E+18
47.1161596,-88.5503949,0.999,-0.324,0.004096,0.004096,,,,1.76E+18
47.1161593,-88.5503936,0.982,-0.292,0.003844,0.003844,,,,1.76E+18
47.1161591,-88.5503923,0.995,-0.298,0.003844,0.003844,,,,1.76E+18
47.1161589,-88.5503909,1.011,-0.249,0.003844,0.003844,,,,1.76E+18
47.1161587,-88.5503895,1.07,-0.211,0.003721,0.003721,,,,1.76E+18
47.1161585,-88.5503875,1.03,-0.173,0.0036,0.0036,,,,1.76E+18
47.1161584,-88.550386,1.094,-0.139,0.003481,0.003481,,,,1.76E+18
47.1161583,-88.5503847,1.038,-0.131,0.003364,0.003364,,,,1.76E+18
47.1161582,-88.5503825,1.109,-0.112,0.003481,0.003481,,,,1.76E+18
47.1161582,-88.5503811,1.071,-0.019,0.003136,0.003136,,,,1.76E+18
47.1161582,-88.5503796,1.127,0.027,0.003136,0.003136,,,,1.76E+18
47.1161582,-88.5503782,1.101,0.022,0.003136,0.003136,,,,1.76E+18
47.1161583,-88.5503767,1.125,0.099,0.003025,0.003025,,,,1.76E+18
47.1161584,-88.5503752,1.112,0.137,0.003025,0.003025,,,,1.76E+18
47.1161585,-88.5503738,1.119,0.156,0.003025,0.003025,,,,1.76E+18
47.1161587,-88.5503723,1.113,0.218,0.003136,0.003136,,,,1.76E+18
47.1161589,-88.5503708,1.136,0.201,0.002916,0.002916,,,,1.76E+18
47.1161591,-88.5503694,1.101,0.255,0.003025,0.003025,,,,1.76E+18
47.1161594,-88.5503679,1.1,0.325,0.003136,0.003136,,,,1.76E+18
47.1161597,-88.5503664,1.113,0.348,0.003136,0.003136,,,,1.76E+18
47.1161601,-88.550365,1.092,0.456,0.003249,0.003249,,,,1.76E+18
47.1161604,-88.5503635,1.084,0.379,0.003249,0.003249,,,,1.76E+18
47.1161609,-88.5503621,1.111,0.509,0.003364,0.003364,,,,1.76E+18
47.1161616,-88.55036,1.058,0.491,0.003481,0.003481,,,,1.76E+18
47.1161621,-88.5503586,1.034,0.572,0.003481,0.003481,,,,1.76E+18
47.1161626,-88.5503572,1.07,0.648,0.0036,0.0036,,,,1.76E+18
47.1161632,-88.5503559,1.02,0.615,0.003364,0.003364,,,,1.76E+18
47.1161642,-88.5503538,1.026,0.744,0.003844,0.003844,,,,1.76E+18
47.1161649,-88.5503525,1.09,0.83,0.003481,0.003481,,,,1.76E+18
47.1161662,-88.5503503,1.106,1.076,0.004096,0.004096,,,,1.76E+18
47.1161671,-88.5503488,1.112,1.025,0.003721,0.003721,,,,1.76E+18
47.1161682,-88.5503473,1.082,1.171,0.003969,0.003969,,,,1.76E+18
47.1161693,-88.5503459,1.072,1.277,0.003969,0.003969,,,,1.76E+18
