field.latitude,field.longitude,field.twist.twist.linear.x,field.twist.twist.linear.y,field.twist.covariance0,field.twist.covariance0,,,,%time 
47.1161705,-88.5503446,1.038,1.367,0.003969,0.003969,,,,1.76E+18
47.1161717,-88.5503432,1.002,1.419,0.003969,0.003969,,,,1.76E+18
47.1161731,-88.550342,0.96,1.547,0.003969,0.003969,,,,1.76E+18
47.1161745,-88.5503408,0.882,1.581,0.004225,0.004225,,,,1.76E+18
47.116176,-88.5503397,0.826,1.645,0.004356,0.004356,,,,1.76E+18
47.1161776,-88.5503386,0.79,1.822,0.004489,0.004489,,,,1.76E+18
47.1161792,-88.5503377,0.699,1.754,0.004489,0.004489,,,,1.76E+18
47.1161809,-88.550337,0.5,1.908,0.004761,0.004761,,,,1.76E+18
47.1161826,-88.5503363,0.541,1.876,0.004489,0.004489,,,,1.76E+18
47.1161844,-88.5503358,0.36,2.009,0.004761,0.004761,,,,1.76E+18
47.1161862,-88.5503354,0.232,2.02,0.005041,0.005041,,,,1.76E+18
47.1161881,-88.5503352,0.205,2.04,0.005184,0.005184,,,,1.76E+18
47.1161899,-88.5503352,-0.029,2.069,0.005476,0.005476,,,,1.76E+18
47.1161927,-88.5503354,-0.15,2.065,0.006241,0.006241,,,,1.76E+18
47.1161946,-88.5503357,-0.263,2.073,0.006241,0.006241,,,,1.76E+18
47.1161964,-88.5503362,-0.424,2.087,0.0064,0.0064,,,,1.76E+18
47.1161982,-88.5503369,-0.527,2.046,0.006084,0.006084,,,,1.76E+18
47.1162001,-88.5503378,-0.673,2.03,0.005929,0.005929,,,,1.76E+18
47.1162019,-88.5503387,-0.778,2.01,0.006084,0.006084,,,,1.76E+18
47.1162037,-88.5503399,-0.922,1.93,0.005625,0.005625,,,,1.76E+18
47.1162054,-88.5503412,-1.023,1.928,0.005625,0.005625,,,,1.76E+18
47.1162071,-88.5503427,-1.12,1.836,0.005625,0.005625,,,,1.76E+18
47.1162087,-88.5503444,-1.308,1.809,0.005329,0.005329,,,,1.76E+18
47.116211,-88.5503471,-1.413,1.683,0.005929,0.005929,,,,1.76E+18
47.1162124,-88.550349,-1.537,1.543,0.005476,0.005476,,,,1.76E+18
47.1162138,-88.5503512,-1.642,1.587,0.005184,0.005184,,,,1.76E+18
47.116215,-88.5503534,-1.724,1.372,0.005041,0.005041,,,,1.76E+18
47.1162162,-88.5503558,-1.805,1.285,0.004761,0.004761,,,,1.76E+18
47.1162173,-88.5503582,-1.886,1.141,0.004356,0.004356,,,,1.76E+18
47.1162182,-88.5503608,-1.939,1.001,0.004225,0.004225,,,,1.76E+18
47.1162191,-88.5503634,-2.049,0.925,0.004096,0.004096,,,,1.76E+18
47.1162197,-88.5503661,-2.063,0.762,0.003721,0.003721,,,,1.76E+18
47.1162206,-88.5503703,-2.128,0.609,0.0036,0.0036,,,,1.76E+18
47.116221,-88.5503731,-2.13,0.441,0.003481,0.003481,,,,1.76E+18
47.1162212,-88.550376,-2.171,0.311,0.003481,0.003481,,,,1.76E+18
47.1162214,-88.5503788,-2.16,0.14,0.003025,0.003025,,,,1.76E+18
47.1162215,-88.5503816,-2.115,0.09,0.003025,0.003025,,,,1.76E+18
47.1162214,-88.5503844,-2.129,-0.09,0.002916,0.002916,,,,1.76E+18
47.1162213,-88.5503872,-2.125,-0.21,0.002916,0.002916,,,,1.76E+18
47.116221,-88.5503899,-2.092,-0.313,0.002916,0.002916,,,,1.76E+18
47.1162206,-88.5503927,-2.034,-0.404,0.003025,0.003025,,,,1.76E+18
47.1162201,-88.5503952,-1.943,-0.553,0.003025,0.003025,,,,1.76E+18
47.1162196,-88.5503978,-1.958,-0.62,0.003136,0.003136,,,,1.76E+18
47.116219,-88.5504002,-1.827,-0.769,0.003364,0.003364,,,,1.76E+18
47.1162182,-88.5504026,-1.794,-0.847,0.003481,0.003481,,,,1.76E+18
47.1162173,-88.5504049,-1.706,-0.955,0.0036,0.0036,,,,1.76E+18
47.1162164,-88.5504071,-1.665,-1.038,0.003721,0.003721,,,,1.76E+18
47.1162149,-88.5504102,-1.485,-1.14,0.004225,0.004225,,,,1.76E+18
47.1162138,-88.5504121,-1.487,-1.257,0.004225,0.004225,,,,1.76E+18
47.1162127,-88.5504139,-1.365,-1.268,0.004096,0.004096,,,,1.76E+18
47.1162115,-88.5504156,-1.24,-1.315,0.004225,0.004225,,,,1.76E+18
47.1162096,-88.5504179,-1.141,-1.413,0.004624,0.004624,,,,1.76E+18
47.1162083,-88.5504194,-1.06,-1.42,0.004489,0.004489,,,,1.76E+18
47.116207,-88.5504207,-0.998,-1.498,0.004624,0.004624,,,,1.76E+18
47.1162057,-88.5504218,-0.863,-1.521,0.004761,0.004761,,,,1.76E+18
47.1162043,-88.5504229,-0.838,-1.534,0.0049,0.0049,,,,1.76E+18
47.1162022,-88.5504243,-0.671,-1.551,0.005041,0.005041,,,,1.76E+18
47.1162007,-88.5504251,-0.582,-1.614,0.004761,0.004761,,,,1.76E+18
47.1161993,-88.5504258,-0.564,-1.594,0.0049,0.0049,,,,1.76E+18
47.1161978,-88.5504264,-0.424,-1.674,0.005329,0.005329,,,,1.76E+18
47.1161956,-88.5504271,-0.291,-1.651,0.005625,0.005625,,,,1.76E+18
47.1161941,-88.5504274,-0.277,-1.623,0.005476,0.005476,,,,1.76E+18
47.1161926,-88.5504276,-0.123,-1.685,0.005776,0.005776,,,,1.76E+18
47.1161911,-88.5504277,-0.032,-1.62,0.005929,0.005929,,,,1.76E+18
47.1161896,-88.5504277,0.015,-1.601,0.006084,0.006084,,,,1.76E+18
47.1161881,-88.5504276,0.093,-1.626,0.006084,0.006084,,,,1.76E+18
47.1161867,-88.5504274,0.171,-1.547,0.0064,0.0064,,,,1.76E+18
47.1161853,-88.5504271,0.275,-1.604,0.006561,0.006561,,,,1.76E+18
47.1161839,-88.5504267,0.27,-1.488,0.0064,0.0064,,,,1.76E+18
47.1161819,-88.550426,0.383,-1.512,0.006889,0.006889,,,,1.76E+18
47.1161806,-88.5504254,0.466,-1.479,0.006241,0.006241,,,,1.76E+18
47.1161793,-88.5504247,0.508,-1.342,0.006084,0.006084,,,,1.76E+18
47.1161781,-88.5504239,0.561,-1.412,0.006241,0.006241,,,,1.76E+18
47.1161769,-88.5504231,0.645,-1.341,0.006084,0.006084,,,,1.76E+18
47.1161756,-88.5504222,0.702,-1.329,0.006084,0.006084,,,,1.76E+18
47.1161745,-88.5504213,0.758,-1.286,0.005776,0.005776,,,,1.76E+18
47.1161734,-88.5504202,0.802,-1.226,0.005929,0.005929,,,,1.76E+18
47.1161722,-88.5504191,0.839,-1.277,0.005776,0.005776,,,,1.76E+18
47.1161711,-88.5504179,0.906,-1.192,0.005625,0.005625,,,,1.76E+18
47.1161701,-88.5504167,0.939,-1.114,0.005776,0.005776,,,,1.76E+18
47.1161692,-88.5504154,1.012,-1.115,0.005776,0.005776,,,,1.76E+18
47.1161682,-88.550414,1.05,-1.069,0.005625,0.005625,,,,1.76E+18
47.1161672,-88.5504126,1.09,-1.052,0.005625,0.005625,,,,1.76E+18
47.1161663,-88.5504111,1.162,-0.955,0.005476,0.005476,,,,1.76E+18
47.1161655,-88.5504095,1.201,-0.953,0.005476,0.005476,,,,1.76E+18
47.1161643,-88.550407,1.283,-0.879,0.005625,0.005625,,,,1.76E+18
47.1161635,-88.5504053,1.295,-0.871,0.005184,0.005184,,,,1.76E+18
47.1161628,-88.5504035,1.381,-0.756,0.004761,0.004761,,,,1.76E+18
47.1161619,-88.5504007,1.446,-0.636,0.004761,0.004761,,,,1.76E+18
47.1161613,-88.5503988,1.491,-0.649,0.004489,0.004489,,,,1.76E+18
47.1161609,-88.5503968,1.536,-0.5,0.004096,0.004096,,,,1.76E+18
47.1161604,-88.5503948,1.556,-0.501,0.003969,0.003969,,,,1.76E+18
47.11616,-88.5503927,1.583,-0.418,0.003969,0.003969,,,,1.76E+18
47.1161597,-88.5503905,1.651,-0.342,0.003721,0.003721,,,,1.76E+18
47.1161595,-88.5503884,1.628,-0.243,0.003481,0.003481,,,,1.76E+18
47.1161593,-88.5503862,1.694,-0.185,0.003481,0.003481,,,,1.76E+18
47.1161592,-88.5503839,1.655,-0.112,0.003249,0.003249,,,,1.76E+18
47.1161592,-88.5503817,1.74,-0.028,0.003136,0.003136,,,,1.76E+18
47.1161593,-88.5503782,1.724,0.107,0.003025,0.003025,,,,1.76E+18
47.1161594,-88.550376,1.767,0.212,0.002916,0.002916,,,,1.76E+18
47.1161596,-88.5503737,1.729,0.237,0.002916,0.002916,,,,1.76E+18
47.11616,-88.5503713,1.736,0.38,0.002916,0.002916,,,,1.76E+18
47.1161604,-88.5503691,1.717,0.503,0.003025,0.003025,,,,1.76E+18
47.1161609,-88.5503668,1.745,0.549,0.003025,0.003025,,,,1.76E+18
47.1161618,-88.5503634,1.672,0.724,0.003249,0.003249,,,,1.76E+18
47.1161625,-88.5503612,1.67,0.733,0.003136,0.003136,,,,1.76E+18
47.1161637,-88.5503579,1.652,0.982,0.003481,0.003481,,,,1.76E+18
47.1161652,-88.5503548,1.594,1.129,0.003721,0.003721,,,,1.76E+18
47.1161663,-88.5503527,1.533,1.235,0.0036,0.0036,,,,1.76E+18
47.1161674,-88.5503508,1.539,1.279,0.0036,0.0036,,,,1.76E+18
47.1161687,-88.5503489,1.39,1.441,0.003969,0.003969,,,,1.76E+18
47.11617,-88.5503471,1.372,1.542,0.004096,0.004096,,,,1.76E+18
47.1161715,-88.5503454,1.283,1.622,0.003969,0.003969,,,,1.76E+18
47.116173,-88.5503438,1.168,1.725,0.004096,0.004096,,,,1.76E+18
47.1161746,-88.5503423,1.121,1.789,0.004096,0.004096,,,,1.76E+18
47.1161763,-88.5503409,1.033,1.868,0.004225,0.004225,,,,1.76E+18
47.1161781,-88.5503397,0.877,2.028,0.004489,0.004489,,,,1.76E+18
47.1161799,-88.5503386,0.781,2.034,0.004489,0.004489,,,,1.76E+18
47.1161817,-88.5503377,0.672,2.07,0.004624,0.004624,,,,1.76E+18
47.1161837,-88.5503369,0.562,2.154,0.0049,0.0049,,,,1.76E+18
47.1161856,-88.5503364,0.387,2.219,0.005041,0.005041,,,,1.76E+18
47.1161877,-88.550336,0.275,2.258,0.005329,0.005329,,,,1.76E+18
47.1161897,-88.5503358,0.121,2.257,0.005625,0.005625,,,,1.76E+18
47.1161917,-88.5503358,-0.019,2.26,0.005929,0.005929,,,,1.76E+18
47.1161937,-88.550336,-0.168,2.238,0.005929,0.005929,,,,1.76E+18
47.1161968,-88.5503366,-0.381,2.236,0.0064,0.0064,,,,1.76E+18
47.1161998,-88.5503377,-0.593,2.26,0.006241,0.006241,,,,1.76E+18
47.1162017,-88.5503386,-0.732,2.136,0.005776,0.005776,,,,1.76E+18
47.1162037,-88.5503397,-0.854,2.201,0.005776,0.005776,,,,1.76E+18
47.1162055,-88.550341,-1.007,2.043,0.005776,0.005776,,,,1.76E+18
47.1162073,-88.5503425,-1.134,2.04,0.005776,0.005776,,,,1.76E+18
47.11621,-88.5503449,-1.302,1.891,0.006241,0.006241,,,,1.76E+18
47.1162116,-88.5503468,-1.425,1.797,0.005929,0.005929,,,,1.76E+18
47.1162132,-88.5503489,-1.58,1.78,0.006084,0.006084,,,,1.76E+18
47.1162147,-88.5503511,-1.774,1.716,0.005776,0.005776,,,,1.76E+18
47.1162161,-88.5503536,-1.897,1.545,0.005476,0.005476,,,,1.76E+18
47.1162175,-88.5503563,-2.038,1.468,0.005184,0.005184,,,,1.76E+18
47.1162187,-88.5503591,-2.193,1.383,0.0049,0.0049,,,,1.76E+18
47.1162198,-88.5503622,-2.341,1.173,0.004489,0.004489,,,,1.76E+18
47.1162207,-88.5503654,-2.424,1.001,0.004225,0.004225,,,,1.76E+18
47.1162215,-88.5503687,-2.553,0.846,0.003721,0.003721,,,,1.76E+18
47.1162224,-88.5503739,-2.656,0.539,0.0036,0.0036,,,,1.76E+18
47.1162228,-88.5503774,-2.708,0.416,0.003136,0.003136,,,,1.76E+18
47.116223,-88.5503828,-2.763,0.094,0.003025,0.003025,,,,1.76E+18
47.1162229,-88.5503883,-2.794,-0.208,0.003025,0.003025,,,,1.76E+18
47.1162226,-88.550392,-2.758,-0.359,0.002916,0.002916,,,,1.76E+18
47.1162221,-88.5503956,-2.728,-0.604,0.003025,0.003025,,,,1.76E+18
47.1162214,-88.5503991,-2.668,-0.78,0.003136,0.003136,,,,1.76E+18
47.1162205,-88.5504026,-2.588,-1.044,0.003364,0.003364,,,,1.76E+18
47.1162194,-88.550406,-2.548,-1.252,0.0036,0.0036,,,,1.76E+18
47.1162182,-88.5504091,-2.369,-1.408,0.003969,0.003969,,,,1.76E+18
47.1162168,-88.5504122,-2.277,-1.558,0.004096,0.004096,,,,1.76E+18
47.1162152,-88.550415,-2.121,-1.781,0.004356,0.004356,,,,1.76E+18
47.1162126,-88.550419,-1.902,-1.997,0.005041,0.005041,,,,1.76E+18
47.1162107,-88.5504213,-1.755,-2.115,0.0049,0.0049,,,,1.76E+18
47.1162087,-88.5504235,-1.589,-2.258,0.0049,0.0049,,,,1.76E+18
47.1162066,-88.5504253,-1.413,-2.338,0.0049,0.0049,,,,1.76E+18
47.1162044,-88.550427,-1.212,-2.451,0.0049,0.0049,,,,1.76E+18
47.1162021,-88.5504284,-1.03,-2.554,0.0049,0.0049,,,,1.76E+18
47.1161997,-88.5504296,-0.862,-2.613,0.0049,0.0049,,,,1.76E+18
47.1161974,-88.5504305,-0.615,-2.662,0.005041,0.005041,,,,1.76E+18
47.1161936,-88.5504313,-0.299,-2.786,0.005929,0.005929,,,,1.76E+18
47.1161912,-88.5504315,-0.128,-2.687,0.005776,0.005776,,,,1.76E+18
47.1161888,-88.5504314,0.119,-2.713,0.006084,0.006084,,,,1.76E+18
47.1161851,-88.5504307,0.472,-2.703,0.006889,0.006889,,,,1.76E+18
47.1161827,-88.55043,0.549,-2.62,0.006241,0.006241,,,,1.76E+18
47.1161804,-88.550429,0.815,-2.565,0.006241,0.006241,,,,1.76E+18
47.1161782,-88.5504278,0.995,-2.471,0.006084,0.006084,,,,1.76E+18
47.116176,-88.5504263,1.112,-2.387,0.005929,0.005929,,,,1.76E+18
47.1161739,-88.5504246,1.313,-2.264,0.005625,0.005625,,,,1.76E+18
47.1161719,-88.5504227,1.478,-2.262,0.005041,0.005041,,,,1.76E+18
47.1161701,-88.5504206,1.616,-2.031,0.005041,0.005041,,,,1.76E+18
47.1161682,-88.5504183,1.758,-2.021,0.005184,0.005184,,,,1.76E+18
47.1161666,-88.5504158,1.919,-1.837,0.005041,0.005041,,,,1.76E+18
47.1161644,-88.5504118,2.121,-1.653,0.005184,0.005184,,,,1.76E+18
47.116163,-88.5504089,2.257,-1.443,0.004624,0.004624,,,,1.76E+18
47.1161619,-88.5504058,2.366,-1.294,0.004624,0.004624,,,,1.76E+18
47.1161608,-88.5504026,2.447,-1.155,0.004225,0.004225,,,,1.76E+18
47.1161599,-88.5503992,2.579,-0.956,0.003969,0.003969,,,,1.76E+18
47.1161589,-88.5503941,2.641,-0.633,0.003844,0.003844,,,,1.76E+18
47.1161585,-88.5503905,2.732,-0.46,0.003364,0.003364,,,,1.76E+18
47.1161582,-88.550385,2.826,-0.171,0.0036,0.0036,,,,1.76E+18
47.1161582,-88.5503813,2.809,0.095,0.003136,0.003136,,,,1.76E+18
47.1161585,-88.5503775,2.84,0.258,0.003025,0.003025,,,,1.76E+18
47.1161589,-88.5503738,2.819,0.523,0.003136,0.003136,,,,1.76E+18
47.1161595,-88.5503701,2.777,0.699,0.003025,0.003025,,,,1.76E+18
47.1161603,-88.5503665,2.702,0.982,0.003136,0.003136,,,,1.76E+18
47.1161614,-88.550363,2.688,1.18,0.003249,0.003249,,,,1.76E+18
47.1161626,-88.5503596,2.56,1.385,0.003249,0.003249,,,,1.76E+18
47.116164,-88.5503562,2.508,1.668,0.003481,0.003481,,,,1.76E+18
47.1161657,-88.5503531,2.365,1.867,0.0036,0.0036,,,,1.76E+18
47.1161675,-88.5503501,2.257,2.073,0.003844,0.003844,,,,1.76E+18
47.1161706,-88.550346,1.993,2.37,0.004225,0.004225,,,,1.76E+18
47.1161729,-88.5503436,1.801,2.572,0.003969,0.003969,,,,1.76E+18
47.1161754,-88.5503415,1.567,2.75,0.004225,0.004225,,,,1.76E+18
47.116178,-88.5503396,1.357,2.964,0.004489,0.004489,,,,1.76E+18
47.1161808,-88.5503381,1.06,2.995,0.004489,0.004489,,,,1.76E+18
47.1161851,-88.5503364,0.732,3.236,0.005329,0.005329,,,,1.76E+18
47.1161881,-88.5503358,0.385,3.335,0.005184,0.005184,,,,1.76E+18
47.1161926,-88.5503356,-0.042,3.36,0.005776,0.005776,,,,1.76E+18
47.1161956,-88.550336,-0.35,3.356,0.005776,0.005776,,,,1.76E+18
47.1161986,-88.5503368,-0.689,3.317,0.005929,0.005929,,,,1.76E+18
47.1162015,-88.550338,-0.98,3.288,0.006084,0.006084,,,,1.76E+18
47.1162044,-88.5503395,-1.225,3.193,0.005929,0.005929,,,,1.76E+18
47.1162072,-88.5503415,-1.553,3.052,0.005929,0.005929,,,,1.76E+18
47.1162099,-88.5503438,-1.845,2.969,0.005929,0.005929,,,,1.76E+18
47.1162123,-88.5503465,-2.114,2.709,0.005625,0.005625,,,,1.76E+18
47.1162147,-88.5503495,-2.293,2.614,0.005625,0.005625,,,,1.76E+18
47.1162168,-88.5503529,-2.589,2.269,0.005184,0.005184,,,,1.76E+18
47.1162196,-88.5503583,-2.885,1.942,0.005041,0.005041,,,,1.76E+18
47.1162211,-88.5503623,-3.038,1.674,0.004356,0.004356,,,,1.76E+18
47.1162224,-88.5503665,-3.188,1.355,0.003844,0.003844,,,,1.76E+18
47.1162234,-88.5503708,-3.299,1.105,0.0036,0.0036,,,,1.76E+18
47.1162241,-88.5503752,-3.375,0.754,0.003249,0.003249,,,,1.76E+18
47.1162245,-88.5503798,-3.464,0.398,0.003136,0.003136,,,,1.76E+18
47.1162246,-88.5503866,-3.434,-0.06,0.003025,0.003025,,,,1.76E+18
47.1162244,-88.550391,-3.408,-0.307,0.002809,0.002809,,,,1.76E+18
47.1162239,-88.5503955,-3.361,-0.661,0.002916,0.002916,,,,1.76E+18
47.1162226,-88.5504019,-3.191,-1.078,0.003481,0.003481,,,,1.76E+18
47.1162215,-88.5504059,-3.054,-1.289,0.003364,0.003364,,,,1.76E+18
47.1162201,-88.5504098,-2.866,-1.558,0.003721,0.003721,,,,1.76E+18
47.1162185,-88.5504134,-2.735,-1.869,0.004096,0.004096,,,,1.76E+18
47.1162167,-88.5504168,-2.51,-1.96,0.004225,0.004225,,,,1.76E+18
47.1162147,-88.5504199,-2.329,-2.277,0.004489,0.004489,,,,1.76E+18
47.1162125,-88.5504227,-2.108,-2.409,0.004761,0.004761,,,,1.76E+18
47.1162103,-88.5504252,-1.84,-2.554,0.0049,0.0049,,,,1.76E+18
47.1162079,-88.5504274,-1.646,-2.681,0.004761,0.004761,,,,1.76E+18
47.1162041,-88.5504301,-1.2,-2.794,0.005329,0.005329,,,,1.76E+18
47.1162015,-88.5504315,-1.02,-2.894,0.005041,0.005041,,,,1.76E+18
47.1161987,-88.5504325,-0.738,-3.01,0.005329,0.005329,,,,1.76E+18
47.116196,-88.5504332,-0.498,-3.035,0.005476,0.005476,,,,1.76E+18
47.1161933,-88.5504336,-0.189,-3.032,0.005625,0.005625,,,,1.76E+18
47.1161905,-88.5504337,-0.015,-2.936,0.006241,0.006241,,,,1.76E+18
47.1161865,-88.550433,0.423,-2.96,0.006889,0.006889,,,,1.76E+18
47.1161839,-88.5504323,0.601,-2.906,0.0064,0.0064,,,,1.76E+18
47.1161813,-88.5504312,0.879,-2.822,0.0064,0.0064,,,,1.76E+18
47.1161777,-88.5504291,1.146,-2.657,0.006561,0.006561,,,,1.76E+18
47.1161754,-88.5504273,1.358,-2.532,0.005776,0.005776,,,,1.76E+18
47.1161732,-88.5504254,1.529,-2.425,0.005625,0.005625,,,,1.76E+18
47.1161711,-88.5504232,1.711,-2.331,0.005625,0.005625,,,,1.76E+18
47.1161692,-88.5504207,1.853,-2.086,0.005041,0.005041,,,,1.76E+18
47.1161674,-88.5504181,2.042,-2.014,0.005041,0.005041,,,,1.76E+18
47.116165,-88.5504138,2.259,-1.775,0.005329,0.005329,,,,1.76E+18
47.1161635,-88.5504107,2.402,-1.624,0.004761,0.004761,,,,1.76E+18
47.1161623,-88.5504074,2.486,-1.372,0.004356,0.004356,,,,1.76E+18
47.1161612,-88.550404,2.581,-1.227,0.004225,0.004225,,,,1.76E+18
47.1161602,-88.5504005,2.746,-0.998,0.003969,0.003969,,,,1.76E+18
47.1161596,-88.5503968,2.759,-0.765,0.003969,0.003969,,,,1.76E+18
47.116159,-88.5503932,2.804,-0.562,0.003721,0.003721,,,,1.76E+18
47.1161587,-88.5503893,2.895,-0.338,0.003481,0.003481,,,,1.76E+18
47.1161586,-88.5503855,2.941,-0.086,0.003136,0.003136,,,,1.76E+18
47.1161588,-88.5503797,2.902,0.202,0.003136,0.003136,,,,1.76E+18
47.1161592,-88.5503759,2.931,0.432,0.002916,0.002916,,,,1.76E+18
47.1161598,-88.550372,2.898,0.794,0.003136,0.003136,,,,1.76E+18
47.1161606,-88.5503683,2.858,0.931,0.003025,0.003025,,,,1.76E+18
47.1161622,-88.5503628,2.738,1.287,0.003364,0.003364,,,,1.76E+18
47.1161635,-88.5503593,2.662,1.517,0.003364,0.003364,,,,1.76E+18
47.1161651,-88.550356,2.521,1.82,0.0036,0.0036,,,,1.76E+18
47.1161669,-88.5503528,2.41,1.987,0.003721,0.003721,,,,1.76E+18
47.1161689,-88.5503498,2.231,2.2,0.003969,0.003969,,,,1.76E+18
47.116171,-88.550347,2.085,2.463,0.003969,0.003969,,,,1.76E+18
47.1161733,-88.5503445,1.842,2.617,0.004225,0.004225,,,,1.76E+18
47.1161758,-88.5503423,1.68,2.809,0.004096,0.004096,,,,1.76E+18
47.1161785,-88.5503404,1.406,3.007,0.004489,0.004489,,,,1.76E+18
47.1161812,-88.5503388,1.079,3.08,0.004624,0.004624,,,,1.76E+18
47.1161841,-88.5503375,0.955,3.2,0.0049,0.0049,,,,1.76E+18
47.1161886,-88.5503364,0.42,3.307,0.005476,0.005476,,,,1.76E+18
47.1161917,-88.5503361,0.187,3.425,0.005329,0.005329,,,,1.76E+18
47.1161947,-88.5503362,-0.176,3.359,0.005929,0.005929,,,,1.76E+18
47.1161993,-88.5503372,-0.639,3.337,0.006241,0.006241,,,,1.76E+18
47.1162023,-88.5503383,-0.929,3.408,0.006084,0.006084,,,,1.76E+18
47.1162052,-88.5503399,-1.228,3.231,0.006084,0.006084,,,,1.76E+18
47.1162081,-88.5503418,-1.559,3.2,0.006241,0.006241,,,,1.76E+18
47.1162123,-88.5503456,-2.056,2.999,0.0064,0.0064,,,,1.76E+18
47.1162148,-88.5503486,-2.318,2.839,0.005776,0.005776,,,,1.76E+18
47.1162183,-88.5503538,-2.789,2.476,0.005929,0.005929,,,,1.76E+18
47.1162204,-88.5503578,-3.086,2.284,0.0049,0.0049,,,,1.76E+18
47.1162222,-88.550362,-3.247,1.941,0.004624,0.004624,,,,1.76E+18
47.1162237,-88.5503666,-3.535,1.71,0.004225,0.004225,,,,1.76E+18
47.1162249,-88.5503714,-3.649,1.303,0.003844,0.003844,,,,1.76E+18
47.1162258,-88.5503763,-3.765,0.876,0.003364,0.003364,,,,1.76E+18
47.1162263,-88.5503814,-3.922,0.574,0.003136,0.003136,,,,1.76E+18
47.1162264,-88.5503892,-3.969,-0.074,0.003025,0.003025,,,,1.76E+18
47.1162261,-88.5503944,-3.926,-0.426,0.002916,0.002916,,,,1.76E+18
47.1162254,-88.5503995,-3.862,-0.865,0.003136,0.003136,,,,1.76E+18
47.1162243,-88.5504045,-3.765,-1.192,0.003249,0.003249,,,,1.76E+18
47.1162229,-88.5504092,-3.542,-1.657,0.003481,0.003481,,,,1.76E+18
47.1162212,-88.5504138,-3.43,-1.91,0.0036,0.0036,,,,1.76E+18
47.1162193,-88.550418,-3.191,-2.274,0.003969,0.003969,,,,1.76E+18
47.1162169,-88.550422,-2.897,-2.663,0.004225,0.004225,,,,1.76E+18
47.1162144,-88.5504255,-2.648,-2.879,0.004624,0.004624,,,,1.76E+18
47.1162116,-88.5504287,-2.325,-3.116,0.004624,0.004624,,,,1.76E+18
47.1162071,-88.5504326,-1.819,-3.429,0.005041,0.005041,,,,1.76E+18
47.116204,-88.5504347,-1.471,-3.58,0.004624,0.004624,,,,1.76E+18
47.1162006,-88.5504362,-1.102,-3.724,0.0049,0.0049,,,,1.76E+18
47.1161972,-88.5504373,-0.732,-3.806,0.005184,0.005184,,,,1.76E+18
47.1161937,-88.5504379,-0.346,-3.893,0.005625,0.005625,,,,1.76E+18
47.1161902,-88.5504379,0.047,-3.755,0.005929,0.005929,,,,1.76E+18
47.1161868,-88.5504375,0.391,-3.819,0.006084,0.006084,,,,1.76E+18
47.1161833,-88.5504365,0.798,-3.758,0.005929,0.005929,,,,1.76E+18
47.11618,-88.550435,1.149,-3.616,0.005776,0.005776,,,,1.76E+18
47.1161753,-88.550432,1.689,-3.421,0.005776,0.005776,,,,1.76E+18
47.1161724,-88.5504295,2.004,-3.253,0.005329,0.005329,,,,1.76E+18
47.1161684,-88.550425,2.439,-2.905,0.005476,0.005476,,,,1.76E+18
47.116166,-88.5504215,2.674,-2.659,0.005184,0.005184,,,,1.76E+18
47.1161628,-88.5504156,3.081,-2.201,0.005041,0.005041,,,,1.76E+18
47.1161609,-88.5504113,3.281,-2.001,0.004489,0.004489,,,,1.76E+18
47.1161594,-88.5504068,3.474,-1.639,0.004356,0.004356,,,,1.76E+18
47.1161582,-88.550402,3.65,-1.269,0.003969,0.003969,,,,1.76E+18
47.1161574,-88.5503971,3.785,-0.917,0.0036,0.0036,,,,1.76E+18
47.1161567,-88.5503894,3.934,-0.355,0.003364,0.003364,,,,1.76E+18
47.1161567,-88.5503842,3.942,0.03,0.003136,0.003136,,,,1.76E+18
47.116157,-88.5503791,3.92,0.412,0.002916,0.002916,,,,1.76E+18
47.1161577,-88.5503739,3.923,0.795,0.002916,0.002916,,,,1.76E+18
47.1161587,-88.5503689,3.794,1.252,0.002916,0.002916,,,,1.76E+18
47.1161601,-88.550364,3.719,1.646,0.003025,0.003025,,,,1.76E+18
47.1161619,-88.5503593,3.483,1.982,0.003364,0.003364,,,,1.76E+18
47.116164,-88.5503549,3.33,2.463,0.003721,0.003721,,,,1.76E+18
47.1161664,-88.5503507,3.105,2.745,0.003844,0.003844,,,,1.76E+18
47.1161706,-88.5503452,2.644,3.271,0.004225,0.004225,,,,1.76E+18
47.1161737,-88.5503421,2.267,3.586,0.004096,0.004096,,,,1.76E+18
47.1161789,-88.5503383,1.699,3.963,0.004761,0.004761,,,,1.76E+18
47.1161825,-88.5503365,1.291,4.028,0.005041,0.005041,,,,1.76E+18
47.1161883,-88.5503348,0.59,4.341,0.005625,0.005625,,,,1.76E+18
47.1161922,-88.5503345,0.145,4.387,0.005929,0.005929,,,,1.76E+18
47.1161961,-88.5503349,-0.313,4.308,0.006084,0.006084,,,,1.76E+18
47.1162,-88.5503358,-0.823,4.34,0.006084,0.006084,,,,1.76E+18
47.1162039,-88.5503374,-1.297,4.262,0.006084,0.006084,,,,1.76E+18
47.1162076,-88.5503396,-1.778,4.087,0.006084,0.006084,,,,1.76E+18
47.1162111,-88.5503425,-2.23,3.864,0.005929,0.005929,,,,1.76E+18
47.1162144,-88.5503459,-2.654,3.604,0.005929,0.005929,,,,1.76E+18
47.1162188,-88.550352,-3.249,3.127,0.005625,0.005625,,,,1.76E+18
47.1162212,-88.5503566,-3.534,2.696,0.0049,0.0049,,,,1.76E+18
